experiment,estimator,seed,response_noise,n_queries_per_task,mae
noise_x_queries,nq=50,48,0.1,50,1.152262633240514
noise_x_queries,nq=50,49,0.1,50,1.0438735932436483
noise_x_queries,nq=3,0,0.5,3,1.08411974711677
noise_x_queries,nq=3,1,0.5,3,1.2094811617860146
noise_x_queries,nq=3,2,0.5,3,1.0025618182500564
noise_x_queries,nq=3,3,0.5,3,1.0554267673936104
noise_x_queries,nq=3,4,0.5,3,1.1143002297515439
noise_x_queries,nq=3,5,0.5,3,1.1622769710421936
noise_x_queries,nq=3,6,0.5,3,1.0167682437530396
noise_x_queries,nq=3,7,0.5,3,0.8958230814736471
noise_x_queries,nq=3,8,0.5,3,1.1325602049402625
noise_x_queries,nq=3,9,0.5,3,1.1542414223226691
noise_x_queries,nq=3,10,0.5,3,1.0912792075078102
noise_x_queries,nq=3,11,0.5,3,1.0916966301616085
noise_x_queries,nq=3,12,0.5,3,1.1259647626851772
noise_x_queries,nq=3,13,0.5,3,1.275696362459047
noise_x_queries,nq=3,14,0.5,3,1.111191539628113
noise_x_queries,nq=3,15,0.5,3,1.054586736910561
noise_x_queries,nq=3,16,0.5,3,1.0021819621720833
noise_x_queries,nq=3,17,0.5,3,1.0434549579244503
noise_x_queries,nq=3,18,0.5,3,1.3533348568142276
noise_x_queries,nq=3,19,0.5,3,1.1986995450447997
noise_x_queries,nq=3,20,0.5,3,1.1245614358108125
noise_x_queries,nq=3,21,0.5,3,1.213906324332698
noise_x_queries,nq=3,22,0.5,3,1.2215647667101672
noise_x_queries,nq=3,23,0.5,3,1.084474740332787
noise_x_queries,nq=3,24,0.5,3,1.1522233459124762
noise_x_queries,nq=3,25,0.5,3,1.2243850340657154
noise_x_queries,nq=3,26,0.5,3,1.161424122994777
noise_x_queries,nq=3,27,0.5,3,1.0365314456174504
noise_x_queries,nq=3,28,0.5,3,1.0100349078780644
noise_x_queries,nq=3,29,0.5,3,1.0828331065267236
noise_x_queries,nq=3,30,0.5,3,1.1326078509311568
noise_x_queries,nq=3,31,0.5,3,1.1850365131659135
noise_x_queries,nq=3,32,0.5,3,1.0257403941181487
noise_x_queries,nq=3,33,0.5,3,1.1469496925824973
noise_x_queries,nq=3,34,0.5,3,1.207598200702391
noise_x_queries,nq=3,35,0.5,3,1.0742150905067844
noise_x_queries,nq=3,36,0.5,3,0.9279391405788496
noise_x_queries,nq=3,37,0.5,3,1.0491191177606791
noise_x_queries,nq=3,38,0.5,3,0.9522513290131516
noise_x_queries,nq=3,39,0.5,3,1.1154763148001752
noise_x_queries,nq=3,40,0.5,3,1.1747389821562497
noise_x_queries,nq=3,41,0.5,3,1.2785674547969479
noise_x_queries,nq=3,42,0.5,3,1.1609010728792852
noise_x_queries,nq=3,43,0.5,3,1.091108544582012
noise_x_queries,nq=3,44,0.5,3,1.0988274912373206
noise_x_queries,nq=3,45,0.5,3,1.423516478724201
noise_x_queries,nq=3,46,0.5,3,1.120288243022954
noise_x_queries,nq=3,47,0.5,3,0.9987200020315595
noise_x_queries,nq=3,48,0.5,3,1.1697666495822807
noise_x_queries,nq=3,49,0.5,3,1.0468441546576004
noise_x_queries,nq=10,0,0.5,10,1.056734149226513
noise_x_queries,nq=10,1,0.5,10,1.2156605664215037
noise_x_queries,nq=10,2,0.5,10,0.9867724691002476
noise_x_queries,nq=10,3,0.5,10,1.036537160426268
noise_x_queries,nq=10,4,0.5,10,1.0835408270982045
noise_x_queries,nq=10,5,0.5,10,1.1392141059356269
noise_x_queries,nq=10,6,0.5,10,1.006659745381226
noise_x_queries,nq=10,7,0.5,10,0.8724050311037786
noise_x_queries,nq=10,8,0.5,10,1.1517870656707236
noise_x_queries,nq=10,9,0.5,10,1.1394810738973584
noise_x_queries,nq=10,10,0.5,10,1.0803997529562728
noise_x_queries,nq=10,11,0.5,10,1.05878760620828
noise_x_queries,nq=10,12,0.5,10,1.104505725578943
noise_x_queries,nq=10,13,0.5,10,1.2553146874149663
noise_x_queries,nq=10,14,0.5,10,1.1210090763343985
noise_x_queries,nq=10,15,0.5,10,1.0613542507195775
noise_x_queries,nq=10,16,0.5,10,1.0146550590151866
noise_x_queries,nq=10,17,0.5,10,1.0364928200521188
noise_x_queries,nq=10,18,0.5,10,1.3527617006192205
noise_x_queries,nq=10,19,0.5,10,1.1747169188906499
noise_x_queries,nq=10,20,0.5,10,1.1326896992965219
noise_x_queries,nq=10,21,0.5,10,1.191143755371443
noise_x_queries,nq=10,22,0.5,10,1.1878973225287848
noise_x_queries,nq=10,23,0.5,10,1.0809889782496709
noise_x_queries,nq=10,24,0.5,10,1.133430234500857
noise_x_queries,nq=10,25,0.5,10,1.204484714878377
noise_x_queries,nq=10,26,0.5,10,1.1713280390310117
noise_x_queries,nq=10,27,0.5,10,1.0174219362977328
noise_x_queries,nq=10,28,0.5,10,0.9988957150373488
noise_x_queries,nq=10,29,0.5,10,1.05147423427513
noise_x_queries,nq=10,30,0.5,10,1.1364641304207799
noise_x_queries,nq=10,31,0.5,10,1.1772455212646642
noise_x_queries,nq=10,32,0.5,10,0.9890292550506681
noise_x_queries,nq=10,33,0.5,10,1.133267194988232
noise_x_queries,nq=10,34,0.5,10,1.188272935478908
noise_x_queries,nq=10,35,0.5,10,1.0978416368884727
noise_x_queries,nq=10,36,0.5,10,0.90864302406449
noise_x_queries,nq=10,37,0.5,10,1.040122457452237
noise_x_queries,nq=10,38,0.5,10,0.955988777760511
noise_x_queries,nq=10,39,0.5,10,1.1293895708931205
noise_x_queries,nq=10,40,0.5,10,1.1628352225594836
noise_x_queries,nq=10,41,0.5,10,1.2531674716560115
noise_x_queries,nq=10,42,0.5,10,1.1390448114397287
noise_x_queries,nq=10,43,0.5,10,1.0546741994353543
noise_x_queries,nq=10,44,0.5,10,1.1089433913094464
noise_x_queries,nq=10,45,0.5,10,1.4240299659738433
noise_x_queries,nq=10,46,0.5,10,1.107478982932987
noise_x_queries,nq=10,47,0.5,10,1.0002924234171402
noise_x_queries,nq=10,48,0.5,10,1.1682807407330194
noise_x_queries,nq=10,49,0.5,10,1.0498100137093627
noise_x_queries,nq=50,0,0.5,50,1.0531620128262194
noise_x_queries,nq=50,1,0.5,50,1.21058610285374
noise_x_queries,nq=50,2,0.5,50,0.993910055629577
noise_x_queries,nq=50,3,0.5,50,1.0284161608682214
noise_x_queries,nq=50,4,0.5,50,1.0931076399893007
noise_x_queries,nq=50,5,0.5,50,1.154376573536449
noise_x_queries,nq=50,6,0.5,50,0.9972711246808297
noise_x_queries,nq=50,7,0.5,50,0.8765630804048786
noise_x_queries,nq=50,8,0.5,50,1.1392906354335086
noise_x_queries,nq=50,9,0.5,50,1.119899285654163
noise_x_queries,nq=50,10,0.5,50,1.0748478271801785
noise_x_queries,nq=50,11,0.5,50,1.0614968625889105
noise_x_queries,nq=50,12,0.5,50,1.1062274256113047
noise_x_queries,nq=50,13,0.5,50,1.236934523772678
noise_x_queries,nq=50,14,0.5,50,1.12562870054462
noise_x_queries,nq=50,15,0.5,50,1.0625305495563153
noise_x_queries,nq=50,16,0.5,50,0.997813706644753
noise_x_queries,nq=50,17,0.5,50,1.0250269804982561
noise_x_queries,nq=50,18,0.5,50,1.35162250980145
noise_x_queries,nq=50,19,0.5,50,1.1575570598166414
noise_x_queries,nq=50,20,0.5,50,1.1184499740130618
noise_x_queries,nq=50,21,0.5,50,1.1783257882460698
noise_x_queries,nq=50,22,0.5,50,1.2200514079903748
noise_x_queries,nq=50,23,0.5,50,1.0663825145227732
noise_x_queries,nq=50,24,0.5,50,1.1229235711801104
noise_x_queries,nq=50,25,0.5,50,1.1893566655536096
noise_x_queries,nq=50,26,0.5,50,1.166054162726276
noise_x_queries,nq=50,27,0.5,50,1.01434164193888
noise_x_queries,nq=50,28,0.5,50,0.9749497185348655
noise_x_queries,nq=50,29,0.5,50,1.0544421571862337
noise_x_queries,nq=50,30,0.5,50,1.1177047273366472
noise_x_queries,nq=50,31,0.5,50,1.163790607617778
noise_x_queries,nq=50,32,0.5,50,0.9708381381997602
noise_x_queries,nq=50,33,0.5,50,1.1325276348424065
noise_x_queries,nq=50,34,0.5,50,1.1830516291999231
noise_x_queries,nq=50,35,0.5,50,1.0851086135930412
noise_x_queries,nq=50,36,0.5,50,0.9063711732051688
noise_x_queries,nq=50,37,0.5,50,1.0586961491539155
noise_x_queries,nq=50,38,0.5,50,0.9344641803550271
noise_x_queries,nq=50,39,0.5,50,1.1224793950301502
noise_x_queries,nq=50,40,0.5,50,1.1482104913479512
noise_x_queries,nq=50,41,0.5,50,1.2522606263681892
noise_x_queries,nq=50,42,0.5,50,1.139541020317108
noise_x_queries,nq=50,43,0.5,50,1.0545919945073625
noise_x_queries,nq=50,44,0.5,50,1.0984890270911256
noise_x_queries,nq=50,45,0.5,50,1.3992202158930707
noise_x_queries,nq=50,46,0.5,50,1.10002765952303
noise_x_queries,nq=50,47,0.5,50,0.9766399096729131
noise_x_queries,nq=50,48,0.5,50,1.1445960248328066
noise_x_queries,nq=50,49,0.5,50,1.0402077236036857
noise_x_queries,nq=3,0,1.0,3,1.140288891531557
noise_x_queries,nq=3,1,1.0,3,1.2413047987040347
noise_x_queries,nq=3,2,1.0,3,1.056683598610688
noise_x_queries,nq=3,3,1.0,3,1.096754530780178
noise_x_queries,nq=3,4,1.0,3,1.1600343006881464
noise_x_queries,nq=3,5,1.0,3,1.194909126509811
noise_x_queries,nq=3,6,1.0,3,1.0535512717408657
noise_x_queries,nq=3,7,1.0,3,0.9239473091363947
noise_x_queries,nq=3,8,1.0,3,1.166940234175723
noise_x_queries,nq=3,9,1.0,3,1.197024559665149
noise_x_queries,nq=3,10,1.0,3,1.1365217995575991
noise_x_queries,nq=3,11,1.0,3,1.146663299762963
noise_x_queries,nq=3,12,1.0,3,1.1762963444256131
noise_x_queries,nq=3,13,1.0,3,1.2949943622182243
noise_x_queries,nq=3,14,1.0,3,1.1478940308256471
noise_x_queries,nq=3,15,1.0,3,1.1074451269377699
noise_x_queries,nq=3,16,1.0,3,1.0488368115109667
noise_x_queries,nq=3,17,1.0,3,1.0934643433554059
noise_x_queries,nq=3,18,1.0,3,1.3767085111848416
noise_x_queries,nq=3,19,1.0,3,1.2415659219306165
noise_x_queries,nq=3,20,1.0,3,1.1840710211734053
noise_x_queries,nq=3,21,1.0,3,1.2473122005275659
noise_x_queries,nq=3,22,1.0,3,1.2645299367184166
noise_x_queries,nq=3,23,1.0,3,1.156920149487108
noise_x_queries,nq=3,24,1.0,3,1.202017630192726
noise_x_queries,nq=3,25,1.0,3,1.269954517905473
noise_x_queries,nq=3,26,1.0,3,1.2031783801805156
noise_x_queries,nq=3,27,1.0,3,1.0661432790378047
noise_x_queries,nq=3,28,1.0,3,1.070507915889546
noise_x_queries,nq=3,29,1.0,3,1.1060251323827133
noise_x_queries,nq=3,30,1.0,3,1.186491216199959
noise_x_queries,nq=3,31,1.0,3,1.2386980013096591
noise_x_queries,nq=3,32,1.0,3,1.071820260955092
noise_x_queries,nq=3,33,1.0,3,1.1813219627043614
noise_x_queries,nq=3,34,1.0,3,1.2489200708906274
noise_x_queries,nq=3,35,1.0,3,1.1110790640692052
noise_x_queries,nq=3,36,1.0,3,0.9814825552679466
noise_x_queries,nq=3,37,1.0,3,1.0733289924710883
noise_x_queries,nq=3,38,1.0,3,1.0040478733808127
noise_x_queries,nq=3,39,1.0,3,1.1451935302587373
noise_x_queries,nq=3,40,1.0,3,1.2112046667557042
noise_x_queries,nq=3,41,1.0,3,1.3390694542411654
noise_x_queries,nq=3,42,1.0,3,1.1814913562603884
noise_x_queries,nq=3,43,1.0,3,1.1496843166429995
noise_x_queries,nq=3,44,1.0,3,1.155339089464158
noise_x_queries,nq=3,45,1.0,3,1.4570228238950607
noise_x_queries,nq=3,46,1.0,3,1.1445276534502136
noise_x_queries,nq=3,47,1.0,3,1.036983398060825
noise_x_queries,nq=3,48,1.0,3,1.2138368462133426
noise_x_queries,nq=3,49,1.0,3,1.0860821088734738
noise_x_queries,nq=10,0,1.0,10,1.0910689081270113
noise_x_queries,nq=10,1,1.0,10,1.2388163661720917
noise_x_queries,nq=10,2,1.0,10,0.9975557791265792
noise_x_queries,nq=10,3,1.0,10,1.0425723060104422
noise_x_queries,nq=10,4,1.0,10,1.0938567331526476
noise_x_queries,nq=10,5,1.0,10,1.159495476525557
noise_x_queries,nq=10,6,1.0,10,1.0164331345493818
noise_x_queries,nq=10,7,1.0,10,0.8700596225801949
noise_x_queries,nq=10,8,1.0,10,1.1695107552966852
noise_x_queries,nq=10,9,1.0,10,1.1604848862586667
noise_x_queries,nq=10,10,1.0,10,1.0979956434139355
noise_x_queries,nq=10,11,1.0,10,1.0614082658403177
noise_x_queries,nq=10,12,1.0,10,1.1112522458942211
noise_x_queries,nq=10,13,1.0,10,1.270749972634668
noise_x_queries,nq=10,14,1.0,10,1.129944488435149
noise_x_queries,nq=10,15,1.0,10,1.0836737691545415
noise_x_queries,nq=10,16,1.0,10,1.022480816734584
noise_x_queries,nq=10,17,1.0,10,1.0559979013798715
noise_x_queries,nq=10,18,1.0,10,1.3633044128306595
noise_x_queries,nq=10,19,1.0,10,1.1861892361599828
noise_x_queries,nq=10,20,1.0,10,1.152690361561372
noise_x_queries,nq=10,21,1.0,10,1.2075942144467395
noise_x_queries,nq=10,22,1.0,10,1.2055341476428787
noise_x_queries,nq=10,23,1.0,10,1.0787561099037848
noise_x_queries,nq=10,24,1.0,10,1.1578294743803124
noise_x_queries,nq=10,25,1.0,10,1.2324389218569864
noise_x_queries,nq=10,26,1.0,10,1.1849792301359108
noise_x_queries,nq=10,27,1.0,10,1.03300307001557
noise_x_queries,nq=10,28,1.0,10,1.0155683621223746
noise_x_queries,nq=10,29,1.0,10,1.0638570879915865
noise_x_queries,nq=10,30,1.0,10,1.1579326957636036
noise_x_queries,nq=10,31,1.0,10,1.202602987599778
noise_x_queries,nq=10,32,1.0,10,1.003151860502225
noise_x_queries,nq=10,33,1.0,10,1.1515037359529825
noise_x_queries,nq=10,34,1.0,10,1.1858502344255077
noise_x_queries,nq=10,35,1.0,10,1.1135029855832983
noise_x_queries,nq=10,36,1.0,10,0.9142810492800637
noise_x_queries,nq=10,37,1.0,10,1.0465609538241252
noise_x_queries,nq=10,38,1.0,10,0.9718906809740754
noise_x_queries,nq=10,39,1.0,10,1.1435232077060655
noise_x_queries,nq=10,40,1.0,10,1.1830196578866081
noise_x_queries,nq=10,41,1.0,10,1.2522673083220912
noise_x_queries,nq=10,42,1.0,10,1.16506427280168
noise_x_queries,nq=10,43,1.0,10,1.0598399759318933
noise_x_queries,nq=10,44,1.0,10,1.1191897803634578
noise_x_queries,nq=10,45,1.0,10,1.424648633641765
noise_x_queries,nq=10,46,1.0,10,1.1261483216338604
noise_x_queries,nq=10,47,1.0,10,1.0078532998559497
noise_x_queries,nq=10,48,1.0,10,1.1858124614505967
noise_x_queries,nq=10,49,1.0,10,1.0710882440554323
noise_x_queries,nq=50,0,1.0,50,1.0616829417902127
noise_x_queries,nq=50,1,1.0,50,1.2098181394398193
noise_x_queries,nq=50,2,1.0,50,0.9950234830489859
noise_x_queries,nq=50,3,1.0,50,1.03879366841906
noise_x_queries,nq=50,4,1.0,50,1.0949272054425667
noise_x_queries,nq=50,5,1.0,50,1.1510281739605854
noise_x_queries,nq=50,6,1.0,50,1.000319070373096
noise_x_queries,nq=50,7,1.0,50,0.8841068063788089
noise_x_queries,nq=50,8,1.0,50,1.1500165332481942
noise_x_queries,nq=50,9,1.0,50,1.1175132390088336
noise_x_queries,nq=50,10,1.0,50,1.0807313848883424
noise_x_queries,nq=50,11,1.0,50,1.0737102527246742
noise_x_queries,nq=50,12,1.0,50,1.1127471701329235
noise_x_queries,nq=50,13,1.0,50,1.241402049323882
noise_x_queries,nq=50,14,1.0,50,1.1353932566123162
noise_x_queries,nq=50,15,1.0,50,1.0557319953105149
noise_x_queries,nq=50,16,1.0,50,1.000868454151865
noise_x_queries,nq=50,17,1.0,50,1.0257865043515462
noise_x_queries,nq=50,18,1.0,50,1.3570652272178905
noise_x_queries,nq=50,19,1.0,50,1.1654714015873662
noise_x_queries,nq=50,20,1.0,50,1.1254196829216392
noise_x_queries,nq=50,21,1.0,50,1.1840104823753346
noise_x_queries,nq=50,22,1.0,50,1.227367504185584
noise_x_queries,nq=50,23,1.0,50,1.0552358192752067
noise_x_queries,nq=50,24,1.0,50,1.127517437910893
noise_x_queries,nq=50,25,1.0,50,1.1951213536936278
noise_x_queries,nq=50,26,1.0,50,1.1626553540829228
noise_x_queries,nq=50,27,1.0,50,1.018985898324352
noise_x_queries,nq=50,28,1.0,50,0.9858594874926284
noise_x_queries,nq=50,29,1.0,50,1.0647541899125317
noise_x_queries,nq=50,30,1.0,50,1.1223538632250125
noise_x_queries,nq=50,31,1.0,50,1.18232476630897
noise_x_queries,nq=50,32,1.0,50,0.9700384260447747
noise_x_queries,nq=50,33,1.0,50,1.1374901880051538
noise_x_queries,nq=50,34,1.0,50,1.1952596488347638
noise_x_queries,nq=50,35,1.0,50,1.088269980108766
noise_x_queries,nq=50,36,1.0,50,0.9153545969608083
noise_x_queries,nq=50,37,1.0,50,1.0601173885445774
noise_x_queries,nq=50,38,1.0,50,0.9612836951090987
noise_x_queries,nq=50,39,1.0,50,1.1395215780954968
noise_x_queries,nq=50,40,1.0,50,1.1541616246938868
noise_x_queries,nq=50,41,1.0,50,1.2520777150474942
noise_x_queries,nq=50,42,1.0,50,1.1408694038068294
noise_x_queries,nq=50,43,1.0,50,1.0575408275358165
noise_x_queries,nq=50,44,1.0,50,1.1003196816728438
noise_x_queries,nq=50,45,1.0,50,1.3992738561485656
noise_x_queries,nq=50,46,1.0,50,1.1014748664042062
noise_x_queries,nq=50,47,1.0,50,0.9850265669173401
noise_x_queries,nq=50,48,1.0,50,1.1506217973949322
noise_x_queries,nq=50,49,1.0,50,1.0502448961971524
noise_x_queries,nq=3,0,2.0,3,1.2168424107071265
noise_x_queries,nq=3,1,2.0,3,1.3323877490870282
noise_x_queries,nq=3,2,2.0,3,1.175297885096353
noise_x_queries,nq=3,3,2.0,3,1.2375632128210299
noise_x_queries,nq=3,4,2.0,3,1.2694075133539415
noise_x_queries,nq=3,5,2.0,3,1.3066386857243508
noise_x_queries,nq=3,6,2.0,3,1.1667715586074872
noise_x_queries,nq=3,7,2.0,3,1.0092571977467852
noise_x_queries,nq=3,8,2.0,3,1.2834116354314569
noise_x_queries,nq=3,9,2.0,3,1.3104571884787197
noise_x_queries,nq=3,10,2.0,3,1.2707411617357973
noise_x_queries,nq=3,11,2.0,3,1.237652465855005
noise_x_queries,nq=3,12,2.0,3,1.2855075185370717
noise_x_queries,nq=3,13,2.0,3,1.3846126723301928
noise_x_queries,nq=3,14,2.0,3,1.29900047848204
noise_x_queries,nq=3,15,2.0,3,1.2150623351847378
noise_x_queries,nq=3,16,2.0,3,1.1532633667356398
noise_x_queries,nq=3,17,2.0,3,1.2396657405730436
