experiment,estimator,rmse,seed,response_noise
response_noise,rbf_unpaired,1.717106973491134,39,0.1
response_noise,rbf_combined,1.6050415697573548,39,0.1
response_noise,rbf_paired,2.279369592812054,40,0.1
response_noise,rbf_unpaired,2.024649073013419,40,0.1
response_noise,rbf_combined,1.619128288528809,40,0.1
response_noise,rbf_paired,2.406277242478211,41,0.1
response_noise,rbf_unpaired,1.8718282007534794,41,0.1
response_noise,rbf_combined,1.7089291557827204,41,0.1
response_noise,rbf_paired,2.262863310011541,42,0.1
response_noise,rbf_unpaired,1.8182124052905106,42,0.1
response_noise,rbf_combined,1.5865728167668158,42,0.1
response_noise,rbf_paired,1.9822253165639012,43,0.1
response_noise,rbf_unpaired,1.6971017631199874,43,0.1
response_noise,rbf_combined,1.4744671406584948,43,0.1
response_noise,rbf_paired,2.255804164183148,44,0.1
response_noise,rbf_unpaired,2.0105985520158725,44,0.1
response_noise,rbf_combined,1.5278724375844779,44,0.1
response_noise,rbf_paired,2.5887318503006504,45,0.1
response_noise,rbf_unpaired,2.157173502853708,45,0.1
response_noise,rbf_combined,1.9714043051290182,45,0.1
response_noise,rbf_paired,2.1548728119013267,46,0.1
response_noise,rbf_unpaired,1.5680950440545416,46,0.1
response_noise,rbf_combined,1.512447220496889,46,0.1
response_noise,rbf_paired,1.8396729647187486,47,0.1
response_noise,rbf_unpaired,1.8506357806989615,47,0.1
response_noise,rbf_combined,1.3449127052882255,47,0.1
response_noise,rbf_paired,2.2924421716420467,48,0.1
response_noise,rbf_unpaired,1.8103962121067338,48,0.1
response_noise,rbf_combined,1.578398138457621,48,0.1
response_noise,rbf_paired,2.2027276385964645,49,0.1
response_noise,rbf_unpaired,1.7859235291158635,49,0.1
response_noise,rbf_combined,1.4149875582489688,49,0.1
response_noise,rbf_paired,2.1195125355454874,0,0.5
response_noise,rbf_unpaired,1.5954117746969003,0,0.5
response_noise,rbf_combined,1.4499040639704839,0,0.5
response_noise,rbf_paired,2.3878144764371716,1,0.5
response_noise,rbf_unpaired,1.892647867654072,1,0.5
response_noise,rbf_combined,1.6849635330009762,1,0.5
response_noise,rbf_paired,2.028248844309251,2,0.5
response_noise,rbf_unpaired,1.7223042040923608,2,0.5
response_noise,rbf_combined,1.332907811629474,2,0.5
response_noise,rbf_paired,2.1220840273713777,3,0.5
response_noise,rbf_unpaired,1.7595357068575277,3,0.5
response_noise,rbf_combined,1.480394408746665,3,0.5
response_noise,rbf_paired,2.219512373992786,4,0.5
response_noise,rbf_unpaired,1.7157008066158543,4,0.5
response_noise,rbf_combined,1.5121814386818155,4,0.5
response_noise,rbf_paired,2.1696671408364976,5,0.5
response_noise,rbf_unpaired,1.6492594635073243,5,0.5
response_noise,rbf_combined,1.5719334481461473,5,0.5
response_noise,rbf_paired,2.2080271966724423,6,0.5
response_noise,rbf_unpaired,1.6348567750333198,6,0.5
response_noise,rbf_combined,1.4502050267107576,6,0.5
response_noise,rbf_paired,1.780656925014639,7,0.5
response_noise,rbf_unpaired,1.3852295169203506,7,0.5
response_noise,rbf_combined,1.2249693432662823,7,0.5
response_noise,rbf_paired,2.365114912824943,8,0.5
response_noise,rbf_unpaired,1.9087061454277112,8,0.5
response_noise,rbf_combined,1.6138923511909176,8,0.5
response_noise,rbf_paired,2.371636491831297,9,0.5
response_noise,rbf_unpaired,1.776798912859656,9,0.5
response_noise,rbf_combined,1.5453556379511701,9,0.5
response_noise,rbf_paired,2.3739366687015715,10,0.5
response_noise,rbf_unpaired,1.7605723354075902,10,0.5
response_noise,rbf_combined,1.4942836732558396,10,0.5
response_noise,rbf_paired,2.0318231177435098,11,0.5
response_noise,rbf_unpaired,1.653162916348755,11,0.5
response_noise,rbf_combined,1.4667344509570632,11,0.5
response_noise,rbf_paired,2.3749896191862527,12,0.5
response_noise,rbf_unpaired,2.269517381917258,12,0.5
response_noise,rbf_combined,1.5279153800874592,12,0.5
response_noise,rbf_paired,2.6573006776550407,13,0.5
response_noise,rbf_unpaired,2.3118605376927306,13,0.5
response_noise,rbf_combined,1.7702635144809677,13,0.5
response_noise,rbf_paired,2.2839984848921406,14,0.5
response_noise,rbf_unpaired,1.7099351808558325,14,0.5
response_noise,rbf_combined,1.55341785485287,14,0.5
response_noise,rbf_paired,2.1355756281083638,15,0.5
response_noise,rbf_unpaired,1.520380433579455,15,0.5
response_noise,rbf_combined,1.4528977121633548,15,0.5
response_noise,rbf_paired,2.0033441275433495,16,0.5
response_noise,rbf_unpaired,1.5816460429306656,16,0.5
response_noise,rbf_combined,1.3985582857873666,16,0.5
response_noise,rbf_paired,2.132783423357622,17,0.5
response_noise,rbf_unpaired,1.8041174106778677,17,0.5
response_noise,rbf_combined,1.4549765712282052,17,0.5
response_noise,rbf_paired,2.380842166346489,18,0.5
response_noise,rbf_unpaired,1.9663178341366923,18,0.5
response_noise,rbf_combined,1.8751015854180642,18,0.5
response_noise,rbf_paired,2.2265633159724367,19,0.5
response_noise,rbf_unpaired,1.9278908285604108,19,0.5
response_noise,rbf_combined,1.6460908380033212,19,0.5
response_noise,rbf_paired,2.193621286031735,20,0.5
response_noise,rbf_unpaired,1.755891621307073,20,0.5
response_noise,rbf_combined,1.5696476555992251,20,0.5
response_noise,rbf_paired,2.335321795154078,21,0.5
response_noise,rbf_unpaired,2.027498403390892,21,0.5
response_noise,rbf_combined,1.6445794397941313,21,0.5
response_noise,rbf_paired,2.3169344522932676,22,0.5
response_noise,rbf_unpaired,1.9305577880718772,22,0.5
response_noise,rbf_combined,1.6358226120154995,22,0.5
response_noise,rbf_paired,2.3011366108122946,23,0.5
response_noise,rbf_unpaired,1.6724376477376586,23,0.5
response_noise,rbf_combined,1.4605315746328162,23,0.5
response_noise,rbf_paired,2.322273964658703,24,0.5
response_noise,rbf_unpaired,1.8568264609554446,24,0.5
response_noise,rbf_combined,1.5755613605280536,24,0.5
response_noise,rbf_paired,2.325225771691279,25,0.5
response_noise,rbf_unpaired,1.8120036013458836,25,0.5
response_noise,rbf_combined,1.6585141198674633,25,0.5
response_noise,rbf_paired,2.2485282406345717,26,0.5
response_noise,rbf_unpaired,1.900530683683675,26,0.5
response_noise,rbf_combined,1.6035747197864265,26,0.5
response_noise,rbf_paired,2.060284340271682,27,0.5
response_noise,rbf_unpaired,1.5940123124759296,27,0.5
response_noise,rbf_combined,1.4516612754129194,27,0.5
response_noise,rbf_paired,2.2128101203490904,28,0.5
response_noise,rbf_unpaired,1.4917548805956966,28,0.5
response_noise,rbf_combined,1.357331394415993,28,0.5
response_noise,rbf_paired,2.131390600013981,29,0.5
response_noise,rbf_unpaired,1.6063009703348707,29,0.5
response_noise,rbf_combined,1.4599000587335558,29,0.5
response_noise,rbf_paired,2.2824475156117052,30,0.5
response_noise,rbf_unpaired,1.6965323679043427,30,0.5
response_noise,rbf_combined,1.5859266377000822,30,0.5
response_noise,rbf_paired,2.6312734630259635,31,0.5
response_noise,rbf_unpaired,2.0142866814530493,31,0.5
response_noise,rbf_combined,1.6767939972544323,31,0.5
response_noise,rbf_paired,2.0798882764673357,32,0.5
response_noise,rbf_unpaired,1.6602403438762294,32,0.5
response_noise,rbf_combined,1.356932300159536,32,0.5
response_noise,rbf_paired,2.201373263937603,33,0.5
response_noise,rbf_unpaired,1.9018921792946746,33,0.5
response_noise,rbf_combined,1.5278393364078282,33,0.5
response_noise,rbf_paired,2.1681115356054916,34,0.5
response_noise,rbf_unpaired,1.7018227167929632,34,0.5
response_noise,rbf_combined,1.6148187724611063,34,0.5
response_noise,rbf_paired,2.1607764279996475,35,0.5
response_noise,rbf_unpaired,1.6842631451143082,35,0.5
response_noise,rbf_combined,1.469429300847928,35,0.5
response_noise,rbf_paired,1.8786219429560356,36,0.5
response_noise,rbf_unpaired,1.3592734905721067,36,0.5
response_noise,rbf_combined,1.2500120957646659,36,0.5
response_noise,rbf_paired,2.0831084134651303,37,0.5
response_noise,rbf_unpaired,1.7112347410861173,37,0.5
response_noise,rbf_combined,1.4821756586879395,37,0.5
response_noise,rbf_paired,1.939626018697989,38,0.5
response_noise,rbf_unpaired,1.713782125421751,38,0.5
response_noise,rbf_combined,1.3928286790439233,38,0.5
response_noise,rbf_paired,2.2953525864860835,39,0.5
response_noise,rbf_unpaired,1.7185148857674657,39,0.5
response_noise,rbf_combined,1.6227773936099645,39,0.5
response_noise,rbf_paired,2.3028478511396635,40,0.5
response_noise,rbf_unpaired,2.0268537331932253,40,0.5
response_noise,rbf_combined,1.6318521149211966,40,0.5
response_noise,rbf_paired,2.409343914783282,41,0.5
response_noise,rbf_unpaired,1.871020921174211,41,0.5
response_noise,rbf_combined,1.6863293454133212,41,0.5
response_noise,rbf_paired,2.2892733673167953,42,0.5
response_noise,rbf_unpaired,1.8364873392291337,42,0.5
response_noise,rbf_combined,1.5894526723672031,42,0.5
response_noise,rbf_paired,1.999284139753276,43,0.5
response_noise,rbf_unpaired,1.6938315803306092,43,0.5
response_noise,rbf_combined,1.4719313356070376,43,0.5
response_noise,rbf_paired,2.2680406495898873,44,0.5
response_noise,rbf_unpaired,2.0005348987961367,44,0.5
response_noise,rbf_combined,1.5315651140225606,44,0.5
response_noise,rbf_paired,2.5855053861755026,45,0.5
response_noise,rbf_unpaired,2.15725497438299,45,0.5
response_noise,rbf_combined,1.9735014849739991,45,0.5
response_noise,rbf_paired,2.174545972999881,46,0.5
response_noise,rbf_unpaired,1.5725771663119101,46,0.5
response_noise,rbf_combined,1.5104456727414002,46,0.5
response_noise,rbf_paired,1.883619014539438,47,0.5
response_noise,rbf_unpaired,1.895264545917567,47,0.5
response_noise,rbf_combined,1.3610169883107495,47,0.5
response_noise,rbf_paired,2.2692669318676377,48,0.5
response_noise,rbf_unpaired,1.8243797890134397,48,0.5
response_noise,rbf_combined,1.5856901511321624,48,0.5
response_noise,rbf_paired,2.193497361394649,49,0.5
response_noise,rbf_unpaired,1.7838709159411454,49,0.5
response_noise,rbf_combined,1.4224979793207366,49,0.5
response_noise,rbf_paired,2.155873099092527,0,1.0
response_noise,rbf_unpaired,1.6200709774759627,0,1.0
response_noise,rbf_combined,1.4757096695085568,0,1.0
response_noise,rbf_paired,2.3932962943403515,1,1.0
response_noise,rbf_unpaired,1.9085778522316037,1,1.0
response_noise,rbf_combined,1.6892631308844688,1,1.0
response_noise,rbf_paired,2.078407467282529,2,1.0
response_noise,rbf_unpaired,1.7198338400583635,2,1.0
response_noise,rbf_combined,1.35388385054542,2,1.0
response_noise,rbf_paired,2.163381955444655,3,1.0
response_noise,rbf_unpaired,1.767163936000801,3,1.0
response_noise,rbf_combined,1.5019743029918307,3,1.0
response_noise,rbf_paired,2.1994197185998514,4,1.0
response_noise,rbf_unpaired,1.7086364713518511,4,1.0
response_noise,rbf_combined,1.5123217878638149,4,1.0
response_noise,rbf_paired,2.1860834086631677,5,1.0
response_noise,rbf_unpaired,1.6539750048303916,5,1.0
response_noise,rbf_combined,1.5794510167819082,5,1.0
response_noise,rbf_paired,2.2028449695153385,6,1.0
response_noise,rbf_unpaired,1.667047043089405,6,1.0
response_noise,rbf_combined,1.452257253249992,6,1.0
response_noise,rbf_paired,1.8118792473597085,7,1.0
response_noise,rbf_unpaired,1.405469768123632,7,1.0
response_noise,rbf_combined,1.230285921261579,7,1.0
response_noise,rbf_paired,2.3837730410080167,8,1.0
response_noise,rbf_unpaired,1.89831320337464,8,1.0
response_noise,rbf_combined,1.6336132493114763,8,1.0
response_noise,rbf_paired,2.3538480442754195,9,1.0
response_noise,rbf_unpaired,1.8001338759818373,9,1.0
response_noise,rbf_combined,1.558315428875192,9,1.0
response_noise,rbf_paired,2.3897622817290665,10,1.0
response_noise,rbf_unpaired,1.7873524154758873,10,1.0
response_noise,rbf_combined,1.5153196932535031,10,1.0
response_noise,rbf_paired,2.0891703294802197,11,1.0
response_noise,rbf_unpaired,1.6506358448761786,11,1.0
response_noise,rbf_combined,1.4742072408593472,11,1.0
response_noise,rbf_paired,2.35883650572451,12,1.0
response_noise,rbf_unpaired,2.2665733639312573,12,1.0
response_noise,rbf_combined,1.5456244554707064,12,1.0
response_noise,rbf_paired,2.646729647820868,13,1.0
response_noise,rbf_unpaired,2.312485362771398,13,1.0
response_noise,rbf_combined,1.793534296748485,13,1.0
response_noise,rbf_paired,2.3265227063854543,14,1.0
response_noise,rbf_unpaired,1.7122544705496872,14,1.0
response_noise,rbf_combined,1.552619243196593,14,1.0
response_noise,rbf_paired,2.1485187904019853,15,1.0
response_noise,rbf_unpaired,1.5425504930553307,15,1.0
response_noise,rbf_combined,1.472148536895059,15,1.0
response_noise,rbf_paired,2.047980251800682,16,1.0
response_noise,rbf_unpaired,1.5684641416539586,16,1.0
response_noise,rbf_combined,1.4074851805553577,16,1.0
response_noise,rbf_paired,2.1538622410362134,17,1.0
response_noise,rbf_unpaired,1.8082553858540134,17,1.0
response_noise,rbf_combined,1.4633839146960828,17,1.0
response_noise,rbf_paired,2.366692813158558,18,1.0
response_noise,rbf_unpaired,1.9789989788620792,18,1.0
response_noise,rbf_combined,1.8780278918084616,18,1.0
response_noise,rbf_paired,2.2970737821698886,19,1.0
response_noise,rbf_unpaired,1.9326404878170282,19,1.0
response_noise,rbf_combined,1.6410415755817158,19,1.0
response_noise,rbf_paired,2.22353036390286,20,1.0
response_noise,rbf_unpaired,1.7782858645565074,20,1.0
response_noise,rbf_combined,1.5809549608364966,20,1.0
response_noise,rbf_paired,2.33574945967877,21,1.0
response_noise,rbf_unpaired,2.0457121622279995,21,1.0
response_noise,rbf_combined,1.6539466735157242,21,1.0
response_noise,rbf_paired,2.396773035461266,22,1.0
response_noise,rbf_unpaired,1.9299675129241218,22,1.0
response_noise,rbf_combined,1.6445142136360347,22,1.0
response_noise,rbf_paired,2.312406348200829,23,1.0
response_noise,rbf_unpaired,1.6850698862568803,23,1.0
response_noise,rbf_combined,1.4681792003824594,23,1.0
response_noise,rbf_paired,2.3545522782915285,24,1.0
response_noise,rbf_unpaired,1.8562011526246394,24,1.0
response_noise,rbf_combined,1.6058531231944857,24,1.0
response_noise,rbf_paired,2.3367579407201595,25,1.0
response_noise,rbf_unpaired,1.824011720576165,25,1.0
response_noise,rbf_combined,1.688856907995756,25,1.0
response_noise,rbf_paired,2.2233607869676315,26,1.0
response_noise,rbf_unpaired,1.915249090367347,26,1.0
response_noise,rbf_combined,1.6019341192138028,26,1.0
response_noise,rbf_paired,2.1161987130061886,27,1.0
response_noise,rbf_unpaired,1.6485524024686478,27,1.0
response_noise,rbf_combined,1.4653560025405623,27,1.0
response_noise,rbf_paired,2.233883668612397,28,1.0
response_noise,rbf_unpaired,1.514902842741329,28,1.0
response_noise,rbf_combined,1.3810179152549829,28,1.0
response_noise,rbf_paired,2.176928198192257,29,1.0
response_noise,rbf_unpaired,1.6380636877353192,29,1.0
response_noise,rbf_combined,1.474120886370936,29,1.0
response_noise,rbf_paired,2.2975751704665535,30,1.0
response_noise,rbf_unpaired,1.7083735690002497,30,1.0
response_noise,rbf_combined,1.611554853164329,30,1.0
response_noise,rbf_paired,2.6256761476786767,31,1.0
response_noise,rbf_unpaired,2.0254756430141527,31,1.0
response_noise,rbf_combined,1.7048332972672806,31,1.0
response_noise,rbf_paired,2.069313954289812,32,1.0
response_noise,rbf_unpaired,1.68591378917523,32,1.0
response_noise,rbf_combined,1.366570078160025,32,1.0
response_noise,rbf_paired,2.2165245545965853,33,1.0
response_noise,rbf_unpaired,1.892841041868549,33,1.0
response_noise,rbf_combined,1.5544182272298452,33,1.0
response_noise,rbf_paired,2.1346811243603754,34,1.0
response_noise,rbf_unpaired,1.6924617545215066,34,1.0
response_noise,rbf_combined,1.6217723910712551,34,1.0
response_noise,rbf_paired,2.196252135127717,35,1.0
response_noise,rbf_unpaired,1.7009638485600946,35,1.0
response_noise,rbf_combined,1.4822318445648022,35,1.0
response_noise,rbf_paired,1.9101409582647522,36,1.0
response_noise,rbf_unpaired,1.3586216292074276,36,1.0
response_noise,rbf_combined,1.2595468932378235,36,1.0
response_noise,rbf_paired,2.060675894900682,37,1.0
response_noise,rbf_unpaired,1.714413305740087,37,1.0
response_noise,rbf_combined,1.4859202061667676,37,1.0
response_noise,rbf_paired,2.01312413974045,38,1.0
response_noise,rbf_unpaired,1.7443032388646273,38,1.0
response_noise,rbf_combined,1.4053212462526044,38,1.0
response_noise,rbf_paired,2.3391728805240377,39,1.0
response_noise,rbf_unpaired,1.734394137480771,39,1.0
response_noise,rbf_combined,1.6233878629249652,39,1.0
response_noise,rbf_paired,2.388438810457152,40,1.0
response_noise,rbf_unpaired,2.0426512971299786,40,1.0
response_noise,rbf_combined,1.6505289558853233,40,1.0
response_noise,rbf_paired,2.499279417034839,41,1.0
response_noise,rbf_unpaired,1.884473371851089,41,1.0
response_noise,rbf_combined,1.696603865565911,41,1.0
response_noise,rbf_paired,2.3670066403210783,42,1.0
response_noise,rbf_unpaired,1.8551365289553228,42,1.0
response_noise,rbf_combined,1.6037614749096927,42,1.0
response_noise,rbf_paired,2.1539274700339215,43,1.0
response_noise,rbf_unpaired,1.6950604956710515,43,1.0
response_noise,rbf_combined,1.4784531261288214,43,1.0
response_noise,rbf_paired,2.277927595078756,44,1.0
response_noise,rbf_unpaired,2.0156219823323243,44,1.0
response_noise,rbf_combined,1.558838649988851,44,1.0
response_noise,rbf_paired,2.591506314082038,45,1.0
response_noise,rbf_unpaired,2.1424054412631706,45,1.0
response_noise,rbf_combined,1.973779470943599,45,1.0
response_noise,rbf_paired,2.1976705247214112,46,1.0
response_noise,rbf_unpaired,1.6658676466381603,46,1.0
response_noise,rbf_combined,1.5249703522075244,46,1.0
response_noise,rbf_paired,1.984821231491794,47,1.0
response_noise,rbf_unpaired,1.9659103818794574,47,1.0
response_noise,rbf_combined,1.3740077065631418,47,1.0
response_noise,rbf_paired,2.3082291729234017,48,1.0
response_noise,rbf_unpaired,1.8581212578549224,48,1.0
response_noise,rbf_combined,1.6075935003909678,48,1.0
response_noise,rbf_paired,2.2156078422730987,49,1.0
response_noise,rbf_unpaired,1.6731856154932925,49,1.0
response_noise,rbf_combined,1.45414247193203,49,1.0
response_noise,rbf_paired,2.1874692684525128,0,2.0
response_noise,rbf_unpaired,1.6664697063376346,0,2.0
response_noise,rbf_combined,1.534544047090935,0,2.0
response_noise,rbf_paired,2.4406089714825994,1,2.0
response_noise,rbf_unpaired,1.9487088997302928,1,2.0
response_noise,rbf_combined,1.7346789796251234,1,2.0
response_noise,rbf_paired,2.148967044291842,2,2.0
response_noise,rbf_unpaired,1.728760940118389,2,2.0
response_noise,rbf_combined,1.39141299461521,2,2.0
response_noise,rbf_paired,2.213317233695736,3,2.0
response_noise,rbf_unpaired,1.8589523181006875,3,2.0
response_noise,rbf_combined,1.5324269773391115,3,2.0
response_noise,rbf_paired,2.2538953012636957,4,2.0
response_noise,rbf_unpaired,1.7319002258371097,4,2.0
response_noise,rbf_combined,1.560424373470939,4,2.0
response_noise,rbf_paired,2.320680335131984,5,2.0
response_noise,rbf_unpaired,1.7176617245165782,5,2.0
response_noise,rbf_combined,1.6597795442710015,5,2.0
response_noise,rbf_paired,2.229288700276886,6,2.0
response_noise,rbf_unpaired,1.6855667216291619,6,2.0
response_noise,rbf_combined,1.4888833956798384,6,2.0
response_noise,rbf_paired,1.8720175702789688,7,2.0
response_noise,rbf_unpaired,1.4670553556951569,7,2.0
response_noise,rbf_combined,1.2607791160077257,7,2.0
response_noise,rbf_paired,2.3942896116112924,8,2.0
response_noise,rbf_unpaired,1.8775453398867539,8,2.0
response_noise,rbf_combined,1.6855575349671124,8,2.0
response_noise,rbf_paired,2.3526187919495145,9,2.0
response_noise,rbf_unpaired,1.8837253035334431,9,2.0
response_noise,rbf_combined,1.617927996288473,9,2.0
response_noise,rbf_paired,2.4360176777436404,10,2.0
response_noise,rbf_unpaired,1.8313082101180127,10,2.0
response_noise,rbf_combined,1.573042423627449,10,2.0
response_noise,rbf_paired,2.193888761064217,11,2.0
response_noise,rbf_unpaired,1.699019105008596,11,2.0
response_noise,rbf_combined,1.5200358364989526,11,2.0
response_noise,rbf_paired,2.413428320620668,12,2.0
response_noise,rbf_unpaired,2.284168538974553,12,2.0
response_noise,rbf_combined,1.602930548835085,12,2.0
response_noise,rbf_paired,2.634474461389893,13,2.0
response_noise,rbf_unpaired,2.331720589842619,13,2.0
response_noise,rbf_combined,1.8591660144429796,13,2.0
response_noise,rbf_paired,2.3567005803000356,14,2.0
response_noise,rbf_unpaired,1.735950472406477,14,2.0
response_noise,rbf_combined,1.5900219836927156,14,2.0
response_noise,rbf_paired,2.20145529364304,15,2.0
response_noise,rbf_unpaired,1.7195840632747796,15,2.0
response_noise,rbf_combined,1.5294968254316763,15,2.0
response_noise,rbf_paired,2.0944503182417007,16,2.0
response_noise,rbf_unpaired,1.6221097370844062,16,2.0
response_noise,rbf_combined,1.4504917747588022,16,2.0
response_noise,rbf_paired,2.179169500612777,17,2.0
response_noise,rbf_unpaired,1.8355976840435215,17,2.0
response_noise,rbf_combined,1.538276006995248,17,2.0
response_noise,rbf_paired,2.4664565454685987,18,2.0
response_noise,rbf_unpaired,2.0164699898760627,18,2.0
response_noise,rbf_combined,1.9074761191430305,18,2.0
response_noise,rbf_paired,2.4141760644174854,19,2.0
response_noise,rbf_unpaired,1.9711414005587913,19,2.0
response_noise,rbf_combined,1.6825418242586758,19,2.0
