experiment,estimator,mae,seed,task_spread
task_spread,rbf_unpaired,0.14023983531189202,17,0.1
task_spread,rbf_combined,0.13207039428484013,17,0.1
task_spread,rbf_paired,0.2028955957561022,18,0.1
task_spread,rbf_unpaired,0.1571836368455471,18,0.1
task_spread,rbf_combined,0.15511228123188495,18,0.1
task_spread,rbf_paired,0.1821271070128605,19,0.1
task_spread,rbf_unpaired,0.14138898430679614,19,0.1
task_spread,rbf_combined,0.1370172835381285,19,0.1
task_spread,rbf_paired,0.16771346790513206,20,0.1
task_spread,rbf_unpaired,0.13969966375336274,20,0.1
task_spread,rbf_combined,0.13723308421640998,20,0.1
task_spread,rbf_paired,0.19362615310574552,21,0.1
task_spread,rbf_unpaired,0.15494857444136337,21,0.1
task_spread,rbf_combined,0.137416820014851,21,0.1
task_spread,rbf_paired,0.17851682526959015,22,0.1
task_spread,rbf_unpaired,0.14397512852156927,22,0.1
task_spread,rbf_combined,0.13843876883391504,22,0.1
task_spread,rbf_paired,0.1917444728761989,23,0.1
task_spread,rbf_unpaired,0.14440301287995475,23,0.1
task_spread,rbf_combined,0.12916182636921944,23,0.1
task_spread,rbf_paired,0.1823976997743577,24,0.1
task_spread,rbf_unpaired,0.14333329668919823,24,0.1
task_spread,rbf_combined,0.13808071611783032,24,0.1
task_spread,rbf_paired,0.1858955182868449,25,0.1
task_spread,rbf_unpaired,0.13885583819787228,25,0.1
task_spread,rbf_combined,0.1402111048415985,25,0.1
task_spread,rbf_paired,0.1853420637651099,26,0.1
task_spread,rbf_unpaired,0.14258394007949834,26,0.1
task_spread,rbf_combined,0.1390368678748306,26,0.1
task_spread,rbf_paired,0.16779674078783863,27,0.1
task_spread,rbf_unpaired,0.12955322777400563,27,0.1
task_spread,rbf_combined,0.1282692375927319,27,0.1
task_spread,rbf_paired,0.18079313917073753,28,0.1
task_spread,rbf_unpaired,0.13292671233016928,28,0.1
task_spread,rbf_combined,0.12492426662373,28,0.1
task_spread,rbf_paired,0.15788136734694969,29,0.1
task_spread,rbf_unpaired,0.13424642620831273,29,0.1
task_spread,rbf_combined,0.1317993287239716,29,0.1
task_spread,rbf_paired,0.18423361038490307,30,0.1
task_spread,rbf_unpaired,0.13304287922195596,30,0.1
task_spread,rbf_combined,0.13211797127554645,30,0.1
task_spread,rbf_paired,0.20166871791087992,31,0.1
task_spread,rbf_unpaired,0.1521364159954845,31,0.1
task_spread,rbf_combined,0.13829272863825093,31,0.1
task_spread,rbf_paired,0.16741827871192802,32,0.1
task_spread,rbf_unpaired,0.13579627901772295,32,0.1
task_spread,rbf_combined,0.12666310446482992,32,0.1
task_spread,rbf_paired,0.19567733145330052,33,0.1
task_spread,rbf_unpaired,0.14147145040302517,33,0.1
task_spread,rbf_combined,0.13252594050335106,33,0.1
task_spread,rbf_paired,0.17424938577520507,34,0.1
task_spread,rbf_unpaired,0.13992871726085357,34,0.1
task_spread,rbf_combined,0.13831286214989189,34,0.1
task_spread,rbf_paired,0.18554026828087455,35,0.1
task_spread,rbf_unpaired,0.13046710509302856,35,0.1
task_spread,rbf_combined,0.12747873493543707,35,0.1
task_spread,rbf_paired,0.15755370366106541,36,0.1
task_spread,rbf_unpaired,0.13051717224946577,36,0.1
task_spread,rbf_combined,0.12113304633911882,36,0.1
task_spread,rbf_paired,0.1698500744579712,37,0.1
task_spread,rbf_unpaired,0.13142723949047033,37,0.1
task_spread,rbf_combined,0.12447598506181191,37,0.1
task_spread,rbf_paired,0.16708319716904022,38,0.1
task_spread,rbf_unpaired,0.1388182327232824,38,0.1
task_spread,rbf_combined,0.13026708732439884,38,0.1
task_spread,rbf_paired,0.18950301951084986,39,0.1
task_spread,rbf_unpaired,0.13738369676671985,39,0.1
task_spread,rbf_combined,0.13378072740159241,39,0.1
task_spread,rbf_paired,0.19212303662414928,40,0.1
task_spread,rbf_unpaired,0.13518113297664955,40,0.1
task_spread,rbf_combined,0.13590241967975158,40,0.1
task_spread,rbf_paired,0.20122747128249002,41,0.1
task_spread,rbf_unpaired,0.146169689027597,41,0.1
task_spread,rbf_combined,0.1392329505453362,41,0.1
task_spread,rbf_paired,0.18545131464931788,42,0.1
task_spread,rbf_unpaired,0.14566560399525927,42,0.1
task_spread,rbf_combined,0.13682403689328787,42,0.1
task_spread,rbf_paired,0.17172134554169502,43,0.1
task_spread,rbf_unpaired,0.1269780900623217,43,0.1
task_spread,rbf_combined,0.12465498093725208,43,0.1
task_spread,rbf_paired,0.1934149356857401,44,0.1
task_spread,rbf_unpaired,0.14504477019823594,44,0.1
task_spread,rbf_combined,0.13265504027110184,44,0.1
task_spread,rbf_paired,0.20982045405854263,45,0.1
task_spread,rbf_unpaired,0.14474495078037633,45,0.1
task_spread,rbf_combined,0.14306465213069025,45,0.1
task_spread,rbf_paired,0.1842988930871325,46,0.1
task_spread,rbf_unpaired,0.138130657305036,46,0.1
task_spread,rbf_combined,0.13129201989215833,46,0.1
task_spread,rbf_paired,0.17302449149789406,47,0.1
task_spread,rbf_unpaired,0.13061534265616856,47,0.1
task_spread,rbf_combined,0.12529863874907995,47,0.1
task_spread,rbf_paired,0.17897632705684033,48,0.1
task_spread,rbf_unpaired,0.14064042641367439,48,0.1
task_spread,rbf_combined,0.13365173401884367,48,0.1
task_spread,rbf_paired,0.1802849727933623,49,0.1
task_spread,rbf_unpaired,0.13345082669655764,49,0.1
task_spread,rbf_combined,0.1284820902624403,49,0.1
task_spread,rbf_paired,0.3866345274019955,0,0.25
task_spread,rbf_unpaired,0.2558867318935098,0,0.25
task_spread,rbf_combined,0.24798661389150203,0,0.25
task_spread,rbf_paired,0.4118294085410765,1,0.25
task_spread,rbf_unpaired,0.31023376563896327,1,0.25
task_spread,rbf_combined,0.2681524269445021,1,0.25
task_spread,rbf_paired,0.3328150084500324,2,0.25
task_spread,rbf_unpaired,0.2483784381419394,2,0.25
task_spread,rbf_combined,0.2383946327044227,2,0.25
task_spread,rbf_paired,0.38380899049961625,3,0.25
task_spread,rbf_unpaired,0.2951888309878574,3,0.25
task_spread,rbf_combined,0.24127786487758301,3,0.25
task_spread,rbf_paired,0.3986233969833511,4,0.25
task_spread,rbf_unpaired,0.2678743688305494,4,0.25
task_spread,rbf_combined,0.26165110621907656,4,0.25
task_spread,rbf_paired,0.3711789667027546,5,0.25
task_spread,rbf_unpaired,0.26995478473772505,5,0.25
task_spread,rbf_combined,0.2577148206946632,5,0.25
task_spread,rbf_paired,0.4035167512859451,6,0.25
task_spread,rbf_unpaired,0.2505701605878463,6,0.25
task_spread,rbf_combined,0.24643584914697933,6,0.25
task_spread,rbf_paired,0.305389554047901,7,0.25
task_spread,rbf_unpaired,0.2339406105756007,7,0.25
task_spread,rbf_combined,0.21377104520706694,7,0.25
task_spread,rbf_paired,0.41974795159987965,8,0.25
task_spread,rbf_unpaired,0.3135121947746399,8,0.25
task_spread,rbf_combined,0.2772940474262934,8,0.25
task_spread,rbf_paired,0.4225515854052571,9,0.25
task_spread,rbf_unpaired,0.280371341601757,9,0.25
task_spread,rbf_combined,0.27025540087351546,9,0.25
task_spread,rbf_paired,0.42799846247234385,10,0.25
task_spread,rbf_unpaired,0.26080808914777254,10,0.25
task_spread,rbf_combined,0.25485889826169833,10,0.25
task_spread,rbf_paired,0.36646068207491456,11,0.25
task_spread,rbf_unpaired,0.26403970904931656,11,0.25
task_spread,rbf_combined,0.250093066097133,11,0.25
task_spread,rbf_paired,0.442817094090662,12,0.25
task_spread,rbf_unpaired,0.30817543926189295,12,0.25
task_spread,rbf_combined,0.26652229868883404,12,0.25
task_spread,rbf_paired,0.4614542854962746,13,0.25
task_spread,rbf_unpaired,0.32838110302748186,13,0.25
task_spread,rbf_combined,0.29293807629397384,13,0.25
task_spread,rbf_paired,0.42114169174611477,14,0.25
task_spread,rbf_unpaired,0.2707059253898284,14,0.25
task_spread,rbf_combined,0.25960755318277695,14,0.25
task_spread,rbf_paired,0.37325136509317297,15,0.25
task_spread,rbf_unpaired,0.2585516085093186,15,0.25
task_spread,rbf_combined,0.2493252456025208,15,0.25
task_spread,rbf_paired,0.3673764466980871,16,0.25
task_spread,rbf_unpaired,0.25450470445388335,16,0.25
task_spread,rbf_combined,0.2365602785692396,16,0.25
task_spread,rbf_paired,0.4049591547337108,17,0.25
task_spread,rbf_unpaired,0.28237521165594087,17,0.25
task_spread,rbf_combined,0.2536620678758938,17,0.25
task_spread,rbf_paired,0.4034572938728564,18,0.25
task_spread,rbf_unpaired,0.3187134572801996,18,0.25
task_spread,rbf_combined,0.3124602678207303,18,0.25
task_spread,rbf_paired,0.41226832555168064,19,0.25
task_spread,rbf_unpaired,0.2797586337468955,19,0.25
task_spread,rbf_combined,0.2738326217557169,19,0.25
task_spread,rbf_paired,0.3585722438628167,20,0.25
task_spread,rbf_unpaired,0.2809803934329038,20,0.25
task_spread,rbf_combined,0.27169094071479954,20,0.25
task_spread,rbf_paired,0.4381774999147261,21,0.25
task_spread,rbf_unpaired,0.31224826347372353,21,0.25
task_spread,rbf_combined,0.27648577638552685,21,0.25
task_spread,rbf_paired,0.40046856834511996,22,0.25
task_spread,rbf_unpaired,0.3004214578027272,22,0.25
task_spread,rbf_combined,0.27825880805155134,22,0.25
task_spread,rbf_paired,0.3987259885627557,23,0.25
task_spread,rbf_unpaired,0.2653833367951607,23,0.25
task_spread,rbf_combined,0.24877608494993791,23,0.25
task_spread,rbf_paired,0.43264506582378,24,0.25
task_spread,rbf_unpaired,0.3076550605470596,24,0.25
task_spread,rbf_combined,0.27148541457657527,24,0.25
task_spread,rbf_paired,0.4121939439962026,25,0.25
task_spread,rbf_unpaired,0.2798667352081737,25,0.25
task_spread,rbf_combined,0.2779472930543283,25,0.25
task_spread,rbf_paired,0.4129568051941472,26,0.25
task_spread,rbf_unpaired,0.28926762157123576,26,0.25
task_spread,rbf_combined,0.2776648735871607,26,0.25
task_spread,rbf_paired,0.36308506658334944,27,0.25
task_spread,rbf_unpaired,0.24850391301085045,27,0.25
task_spread,rbf_combined,0.24528111812651904,27,0.25
task_spread,rbf_paired,0.408633082630268,28,0.25
task_spread,rbf_unpaired,0.263101408983676,28,0.25
task_spread,rbf_combined,0.24011922279779555,28,0.25
task_spread,rbf_paired,0.34794692085834844,29,0.25
task_spread,rbf_unpaired,0.2727876062042972,29,0.25
task_spread,rbf_combined,0.25696420508287326,29,0.25
task_spread,rbf_paired,0.4198187860025863,30,0.25
task_spread,rbf_unpaired,0.27056583315730726,30,0.25
task_spread,rbf_combined,0.2633448409064623,30,0.25
task_spread,rbf_paired,0.4616553568714115,31,0.25
task_spread,rbf_unpaired,0.32477838848235285,31,0.25
task_spread,rbf_combined,0.2746817141944351,31,0.25
task_spread,rbf_paired,0.3557521481769217,32,0.25
task_spread,rbf_unpaired,0.2559689775213213,32,0.25
task_spread,rbf_combined,0.2337068438445288,32,0.25
task_spread,rbf_paired,0.4343903101308054,33,0.25
task_spread,rbf_unpaired,0.29115016054206966,33,0.25
task_spread,rbf_combined,0.2602312177541024,33,0.25
task_spread,rbf_paired,0.35104820986931373,34,0.25
task_spread,rbf_unpaired,0.27647187133793605,34,0.25
task_spread,rbf_combined,0.27552286693314604,34,0.25
task_spread,rbf_paired,0.4078455132352124,35,0.25
task_spread,rbf_unpaired,0.2555829843636808,35,0.25
task_spread,rbf_combined,0.24556293053511952,35,0.25
task_spread,rbf_paired,0.3388481967980198,36,0.25
task_spread,rbf_unpaired,0.2529137635295741,36,0.25
task_spread,rbf_combined,0.221159654353159,36,0.25
task_spread,rbf_paired,0.3734613534353545,37,0.25
task_spread,rbf_unpaired,0.25935578077692567,37,0.25
task_spread,rbf_combined,0.2436682085325455,37,0.25
task_spread,rbf_paired,0.3442639930044473,38,0.25
task_spread,rbf_unpaired,0.2688180995910518,38,0.25
task_spread,rbf_combined,0.24011799602355338,38,0.25
task_spread,rbf_paired,0.4224968005203944,39,0.25
task_spread,rbf_unpaired,0.2742398333019704,39,0.25
task_spread,rbf_combined,0.2584923507078784,39,0.25
task_spread,rbf_paired,0.43262381568155445,40,0.25
task_spread,rbf_unpaired,0.2831220505562152,40,0.25
task_spread,rbf_combined,0.26951467150865177,40,0.25
task_spread,rbf_paired,0.45084310604598105,41,0.25
task_spread,rbf_unpaired,0.2925944424444452,41,0.25
task_spread,rbf_combined,0.28250696903699374,41,0.25
task_spread,rbf_paired,0.41323316263499044,42,0.25
task_spread,rbf_unpaired,0.27442478105122303,42,0.25
task_spread,rbf_combined,0.2611291767196109,42,0.25
task_spread,rbf_paired,0.3761469445244792,43,0.25
task_spread,rbf_unpaired,0.24898075331797762,43,0.25
task_spread,rbf_combined,0.24257231584855732,43,0.25
task_spread,rbf_paired,0.43580689211793544,44,0.25
task_spread,rbf_unpaired,0.29677719240524303,44,0.25
task_spread,rbf_combined,0.2609338780809285,44,0.25
task_spread,rbf_paired,0.4824022745065605,45,0.25
task_spread,rbf_unpaired,0.34961436490864767,45,0.25
task_spread,rbf_combined,0.3033904458008077,45,0.25
task_spread,rbf_paired,0.4077801786989335,46,0.25
task_spread,rbf_unpaired,0.27351512841329617,46,0.25
task_spread,rbf_combined,0.26109304542730766,46,0.25
task_spread,rbf_paired,0.38155598387257267,47,0.25
task_spread,rbf_unpaired,0.2738529935134413,47,0.25
task_spread,rbf_combined,0.2357712336282656,47,0.25
task_spread,rbf_paired,0.38887158738422684,48,0.25
task_spread,rbf_unpaired,0.2880211511632212,48,0.25
task_spread,rbf_combined,0.2721153072815436,48,0.25
task_spread,rbf_paired,0.39864540007015903,49,0.25
task_spread,rbf_unpaired,0.2625276720356555,49,0.25
task_spread,rbf_combined,0.24704943931736698,49,0.25
task_spread,rbf_paired,0.7533461968485781,0,0.5
task_spread,rbf_unpaired,0.5079353148518359,0,0.5
task_spread,rbf_combined,0.48454385236386877,0,0.5
task_spread,rbf_paired,0.7923746674632657,1,0.5
task_spread,rbf_unpaired,0.5895544745560417,1,0.5
task_spread,rbf_combined,0.5351254595914878,1,0.5
task_spread,rbf_paired,0.7288727730949182,2,0.5
task_spread,rbf_unpaired,0.5624491266562535,2,0.5
task_spread,rbf_combined,0.45664057005571884,2,0.5
task_spread,rbf_paired,0.7534628615508302,3,0.5
task_spread,rbf_unpaired,0.5809268466650763,3,0.5
task_spread,rbf_combined,0.48135923919239526,3,0.5
task_spread,rbf_paired,0.7943920047841961,4,0.5
task_spread,rbf_unpaired,0.530877249968891,4,0.5
task_spread,rbf_combined,0.503922187789006,4,0.5
task_spread,rbf_paired,0.723472210009892,5,0.5
task_spread,rbf_unpaired,0.5257236296203435,5,0.5
task_spread,rbf_combined,0.5059683191434672,5,0.5
task_spread,rbf_paired,0.7900667555027139,6,0.5
task_spread,rbf_unpaired,0.4860635851648209,6,0.5
task_spread,rbf_combined,0.4768154283347876,6,0.5
task_spread,rbf_paired,0.5885570463802101,7,0.5
task_spread,rbf_unpaired,0.44930559615022236,7,0.5
task_spread,rbf_combined,0.4010387550452952,7,0.5
task_spread,rbf_paired,0.8271399829121544,8,0.5
task_spread,rbf_unpaired,0.6331221819730226,8,0.5
task_spread,rbf_combined,0.5446429473435153,8,0.5
task_spread,rbf_paired,0.7591394782273809,9,0.5
task_spread,rbf_unpaired,0.5410754807045861,9,0.5
task_spread,rbf_combined,0.5242922011034157,9,0.5
task_spread,rbf_paired,0.8084696322402509,10,0.5
task_spread,rbf_unpaired,0.5114457258542693,10,0.5
task_spread,rbf_combined,0.4902556541806587,10,0.5
task_spread,rbf_paired,0.7070783761502013,11,0.5
task_spread,rbf_unpaired,0.5184823479884721,11,0.5
task_spread,rbf_combined,0.47932852749880267,11,0.5
task_spread,rbf_paired,0.8872638655132092,12,0.5
task_spread,rbf_unpaired,0.6285012618931133,12,0.5
task_spread,rbf_combined,0.5206136083094386,12,0.5
task_spread,rbf_paired,0.9451250934402013,13,0.5
task_spread,rbf_unpaired,0.6945073863916275,13,0.5
task_spread,rbf_combined,0.582377384700909,13,0.5
task_spread,rbf_paired,0.8238053723415165,14,0.5
task_spread,rbf_unpaired,0.5366985752404485,14,0.5
task_spread,rbf_combined,0.5154358981125773,14,0.5
task_spread,rbf_paired,0.7170777731165757,15,0.5
task_spread,rbf_unpaired,0.5058858674416846,15,0.5
task_spread,rbf_combined,0.485587500744357,15,0.5
task_spread,rbf_paired,0.6741695524832189,16,0.5
task_spread,rbf_unpaired,0.4769617509576318,16,0.5
task_spread,rbf_combined,0.46033261857853425,16,0.5
task_spread,rbf_paired,0.7605598761748074,17,0.5
task_spread,rbf_unpaired,0.5149668147454342,17,0.5
task_spread,rbf_combined,0.48513000747905244,17,0.5
task_spread,rbf_paired,0.8440941415920311,18,0.5
task_spread,rbf_unpaired,0.636674796902209,18,0.5
task_spread,rbf_combined,0.6131404103280509,18,0.5
task_spread,rbf_paired,0.8199809619578275,19,0.5
task_spread,rbf_unpaired,0.5591743782180446,19,0.5
task_spread,rbf_combined,0.5431995789866904,19,0.5
task_spread,rbf_paired,0.7949780051422557,20,0.5
task_spread,rbf_unpaired,0.5705342663756692,20,0.5
task_spread,rbf_combined,0.5349598705528442,20,0.5
task_spread,rbf_paired,0.8327222058855721,21,0.5
task_spread,rbf_unpaired,0.6231934413220978,21,0.5
task_spread,rbf_combined,0.542306351322573,21,0.5
task_spread,rbf_paired,0.7305000655040144,22,0.5
task_spread,rbf_unpaired,0.583791897747076,22,0.5
task_spread,rbf_combined,0.5457775956343248,22,0.5
task_spread,rbf_paired,0.8052394436726297,23,0.5
task_spread,rbf_unpaired,0.5117156119316462,23,0.5
task_spread,rbf_combined,0.48278413256992664,23,0.5
task_spread,rbf_paired,0.8511059187171128,24,0.5
task_spread,rbf_unpaired,0.5942218579205788,24,0.5
task_spread,rbf_combined,0.532042404923163,24,0.5
task_spread,rbf_paired,0.815415036388831,25,0.5
task_spread,rbf_unpaired,0.5662050057462744,25,0.5
task_spread,rbf_combined,0.552209860217325,25,0.5
task_spread,rbf_paired,0.795434138077859,26,0.5
task_spread,rbf_unpaired,0.564704580018629,26,0.5
task_spread,rbf_combined,0.5429129777542356,26,0.5
task_spread,rbf_paired,0.7826974669427343,27,0.5
task_spread,rbf_unpaired,0.5121498934560246,27,0.5
task_spread,rbf_combined,0.47519791001935746,27,0.5
task_spread,rbf_paired,0.7807900318883981,28,0.5
task_spread,rbf_unpaired,0.5162411704363272,28,0.5
task_spread,rbf_combined,0.45967347749060694,28,0.5
task_spread,rbf_paired,0.6819368837242235,29,0.5
task_spread,rbf_unpaired,0.5287914959052687,29,0.5
task_spread,rbf_combined,0.49921917979978353,29,0.5
task_spread,rbf_paired,0.8318685172067066,30,0.5
task_spread,rbf_unpaired,0.5487608396567943,30,0.5
task_spread,rbf_combined,0.5189579450160784,30,0.5
task_spread,rbf_paired,0.8716605470227612,31,0.5
task_spread,rbf_unpaired,0.608036910686918,31,0.5
task_spread,rbf_combined,0.5391396877602946,31,0.5
task_spread,rbf_paired,0.6995498683669743,32,0.5
task_spread,rbf_unpaired,0.5030920543341306,32,0.5
task_spread,rbf_combined,0.4533736102375638,32,0.5
task_spread,rbf_paired,0.8550389379607674,33,0.5
task_spread,rbf_unpaired,0.5902367326744856,33,0.5
task_spread,rbf_combined,0.5091950802755368,33,0.5
task_spread,rbf_paired,0.7650788005801873,34,0.5
task_spread,rbf_unpaired,0.5653480827446866,34,0.5
task_spread,rbf_combined,0.5408787759240175,34,0.5
task_spread,rbf_paired,0.7709391147978978,35,0.5
task_spread,rbf_unpaired,0.513163111542635,35,0.5
task_spread,rbf_combined,0.48897248626606915,35,0.5
task_spread,rbf_paired,0.6269272910843955,36,0.5
task_spread,rbf_unpaired,0.4397800481198968,36,0.5
task_spread,rbf_combined,0.4193710004371216,36,0.5
task_spread,rbf_paired,0.6954273228801143,37,0.5
task_spread,rbf_unpaired,0.4984929570585929,37,0.5
task_spread,rbf_combined,0.47287843431784743,37,0.5
task_spread,rbf_paired,0.6064968355463742,38,0.5
task_spread,rbf_unpaired,0.47192493063893576,38,0.5
task_spread,rbf_combined,0.4461146748210488,38,0.5
task_spread,rbf_paired,0.8309130317193296,39,0.5
task_spread,rbf_unpaired,0.5568801284681025,39,0.5
task_spread,rbf_combined,0.5066860977471209,39,0.5
task_spread,rbf_paired,0.8529101213081993,40,0.5
task_spread,rbf_unpaired,0.5843599675716548,40,0.5
task_spread,rbf_combined,0.5363241626715946,40,0.5
task_spread,rbf_paired,0.8294057605997517,41,0.5
task_spread,rbf_unpaired,0.5785710613976324,41,0.5
task_spread,rbf_combined,0.5533714954382676,41,0.5
task_spread,rbf_paired,0.8039106180929058,42,0.5
task_spread,rbf_unpaired,0.5411407344358579,42,0.5
task_spread,rbf_combined,0.5177577241696041,42,0.5
task_spread,rbf_paired,0.753846098594454,43,0.5
task_spread,rbf_unpaired,0.49587468033290866,43,0.5
task_spread,rbf_combined,0.47666325949543636,43,0.5
task_spread,rbf_paired,0.8270112562452273,44,0.5
task_spread,rbf_unpaired,0.533782355742522,44,0.5
task_spread,rbf_combined,0.5081168770280038,44,0.5
task_spread,rbf_paired,0.9015666228815261,45,0.5
task_spread,rbf_unpaired,0.6411147465773565,45,0.5
task_spread,rbf_combined,0.6084819580780513,45,0.5
task_spread,rbf_paired,0.8020568530499063,46,0.5
task_spread,rbf_unpaired,0.537876455856799,46,0.5
task_spread,rbf_combined,0.5091709835680782,46,0.5
task_spread,rbf_paired,0.6767224237813205,47,0.5
task_spread,rbf_unpaired,0.547320979058375,47,0.5
task_spread,rbf_combined,0.4570979530263034,47,0.5
task_spread,rbf_paired,0.7621772150302215,48,0.5
task_spread,rbf_unpaired,0.5762055328011986,48,0.5
task_spread,rbf_combined,0.543850563477583,48,0.5
task_spread,rbf_paired,0.7411636021287356,49,0.5
task_spread,rbf_unpaired,0.49723148199741535,49,0.5
task_spread,rbf_combined,0.472821408011966,49,0.5
task_spread,rbf_paired,1.563761867838416,0,1.0
task_spread,rbf_unpaired,1.130465624394971,0,1.0
task_spread,rbf_combined,1.056734149226513,0,1.0
task_spread,rbf_paired,1.7014472024595453,1,1.0
task_spread,rbf_unpaired,1.3996443440761683,1,1.0
task_spread,rbf_combined,1.2156605664215037,1,1.0
task_spread,rbf_paired,1.4787889387377597,2,1.0
task_spread,rbf_unpaired,1.2375438611526821,2,1.0
task_spread,rbf_combined,0.9867724691002476,2,1.0
task_spread,rbf_paired,1.4963678078628062,3,1.0
task_spread,rbf_unpaired,1.2877258137245993,3,1.0
task_spread,rbf_combined,1.036537160426268,3,1.0
task_spread,rbf_paired,1.5951832205458343,4,1.0
task_spread,rbf_unpaired,1.2721301377110115,4,1.0
task_spread,rbf_combined,1.0835408270982045,4,1.0
task_spread,rbf_paired,1.5633842338755706,5,1.0
task_spread,rbf_unpaired,1.202443970470612,5,1.0
task_spread,rbf_combined,1.1392141059356269,5,1.0
task_spread,rbf_paired,1.5408947156021013,6,1.0
task_spread,rbf_unpaired,1.0322620606403783,6,1.0
task_spread,rbf_combined,1.006659745381226,6,1.0
task_spread,rbf_paired,1.1974499914939138,7,1.0
task_spread,rbf_unpaired,0.9651106170472163,7,1.0
task_spread,rbf_combined,0.8724050311037786,7,1.0
task_spread,rbf_paired,1.6545901187526508,8,1.0
task_spread,rbf_unpaired,1.3145200442033538,8,1.0
task_spread,rbf_combined,1.1517870656707236,8,1.0
task_spread,rbf_paired,1.6437717138793593,9,1.0
task_spread,rbf_unpaired,1.189566982297059,9,1.0
task_spread,rbf_combined,1.1394810738973584,9,1.0
task_spread,rbf_paired,1.6721472325897817,10,1.0
task_spread,rbf_unpaired,1.1597969593338249,10,1.0
task_spread,rbf_combined,1.0803997529562728,10,1.0
task_spread,rbf_paired,1.4793420351880606,11,1.0
task_spread,rbf_unpaired,1.1587081465225828,11,1.0
task_spread,rbf_combined,1.0587876062082797,11,1.0
task_spread,rbf_paired,1.8039584242576756,12,1.0
task_spread,rbf_unpaired,1.4323358219176874,12,1.0
task_spread,rbf_combined,1.104505725578943,12,1.0
task_spread,rbf_paired,1.900727332936023,13,1.0
task_spread,rbf_unpaired,1.5788973174768635,13,1.0
task_spread,rbf_combined,1.2553146874149663,13,1.0
task_spread,rbf_paired,1.6768648729115514,14,1.0
task_spread,rbf_unpaired,1.2387622024502123,14,1.0
task_spread,rbf_combined,1.1210090763343985,14,1.0
task_spread,rbf_paired,1.4502501471555216,15,1.0
task_spread,rbf_unpaired,1.1129255683999577,15,1.0
task_spread,rbf_combined,1.0613542507195772,15,1.0
task_spread,rbf_paired,1.4516192086893032,16,1.0
task_spread,rbf_unpaired,1.0633994191431655,16,1.0
task_spread,rbf_combined,1.0146550590151866,16,1.0
task_spread,rbf_paired,1.5852223299710115,17,1.0
task_spread,rbf_unpaired,1.2613034266621204,17,1.0
task_spread,rbf_combined,1.0364928200521188,17,1.0
task_spread,rbf_paired,1.7330691274759291,18,1.0
task_spread,rbf_unpaired,1.420535614523675,18,1.0
