experiment,estimator,mae,seed,n_models
n_models,rbf_combined,1.4829263835427993,10,20
n_models,rbf_paired,1.4954815244314366,11,20
n_models,rbf_unpaired,1.3748917219879784,11,20
n_models,rbf_combined,1.3656119140975025,11,20
n_models,rbf_paired,1.480534639127828,12,20
n_models,rbf_unpaired,1.4081319900482148,12,20
n_models,rbf_combined,1.3872548563781926,12,20
n_models,rbf_paired,2.2263289058289986,13,20
n_models,rbf_unpaired,2.250893244263485,13,20
n_models,rbf_combined,2.1519126712943764,13,20
n_models,rbf_paired,1.8112673469728142,14,20
n_models,rbf_unpaired,1.7346323798638243,14,20
n_models,rbf_combined,1.67085362961022,14,20
n_models,rbf_paired,1.698751994427409,15,20
n_models,rbf_unpaired,1.720358445185876,15,20
n_models,rbf_combined,1.6596947475472272,15,20
n_models,rbf_paired,1.8119104905748324,16,20
n_models,rbf_unpaired,1.78405381156927,16,20
n_models,rbf_combined,1.7450528115488575,16,20
n_models,rbf_paired,2.3722969189672765,17,20
n_models,rbf_unpaired,2.2285418615817907,17,20
n_models,rbf_combined,2.1920571856354414,17,20
n_models,rbf_paired,1.6603502524858782,18,20
n_models,rbf_unpaired,1.6757376124584866,18,20
n_models,rbf_combined,1.591456393324398,18,20
n_models,rbf_paired,1.6625286635917544,19,20
n_models,rbf_unpaired,1.7044391740945175,19,20
n_models,rbf_combined,1.6242703538826646,19,20
n_models,rbf_paired,2.036049999271149,20,20
n_models,rbf_unpaired,2.0534943845367337,20,20
n_models,rbf_combined,1.9871486176966882,20,20
n_models,rbf_paired,1.483022252571622,21,20
n_models,rbf_unpaired,1.4792913776473235,21,20
n_models,rbf_combined,1.4211978654630393,21,20
n_models,rbf_paired,1.9243439435372924,22,20
n_models,rbf_unpaired,1.7095416972436723,22,20
n_models,rbf_combined,1.6692757662185882,22,20
n_models,rbf_paired,1.8707057830069076,23,20
n_models,rbf_unpaired,1.792871334657554,23,20
n_models,rbf_combined,1.7787915721657037,23,20
n_models,rbf_paired,1.8742313844248473,24,20
n_models,rbf_unpaired,1.7884769740730897,24,20
n_models,rbf_combined,1.8072544367154795,24,20
n_models,rbf_paired,1.7198672883495478,25,20
n_models,rbf_unpaired,1.7605828693769303,25,20
n_models,rbf_combined,1.6719665797605785,25,20
n_models,rbf_paired,2.1985858106061147,26,20
n_models,rbf_unpaired,2.1977911039739997,26,20
n_models,rbf_combined,2.0637965649852648,26,20
n_models,rbf_paired,1.724499690740753,27,20
n_models,rbf_unpaired,1.6965022469674418,27,20
n_models,rbf_combined,1.6151969649342592,27,20
n_models,rbf_paired,1.6761265665793987,28,20
n_models,rbf_unpaired,1.5950894024242308,28,20
n_models,rbf_combined,1.580655123910256,28,20
n_models,rbf_paired,2.0005633345383655,29,20
n_models,rbf_unpaired,1.7797315483534955,29,20
n_models,rbf_combined,1.7267083203760072,29,20
n_models,rbf_paired,1.9032907321566708,30,20
n_models,rbf_unpaired,1.8548410964374673,30,20
n_models,rbf_combined,1.7695082603256997,30,20
n_models,rbf_paired,1.5536495983740688,31,20
n_models,rbf_unpaired,1.3471679548700048,31,20
n_models,rbf_combined,1.3189400401586462,31,20
n_models,rbf_paired,1.6767523176845303,32,20
n_models,rbf_unpaired,1.6108279556613436,32,20
n_models,rbf_combined,1.5633267221522342,32,20
n_models,rbf_paired,1.534296944979666,33,20
n_models,rbf_unpaired,1.5517332110548945,33,20
n_models,rbf_combined,1.4533042740035913,33,20
n_models,rbf_paired,1.7191103199171296,34,20
n_models,rbf_unpaired,1.7564549650682055,34,20
n_models,rbf_combined,1.7020706466915032,34,20
n_models,rbf_paired,1.9924027184172246,35,20
n_models,rbf_unpaired,1.8913594711004706,35,20
n_models,rbf_combined,1.8020963195792055,35,20
n_models,rbf_paired,1.7202621388545463,36,20
n_models,rbf_unpaired,1.560689769528759,36,20
n_models,rbf_combined,1.5182954146123124,36,20
n_models,rbf_paired,1.6236128934051155,37,20
n_models,rbf_unpaired,1.5797916080857333,37,20
n_models,rbf_combined,1.546218031189241,37,20
n_models,rbf_paired,1.5823563623923373,38,20
n_models,rbf_unpaired,1.581198103480436,38,20
n_models,rbf_combined,1.560606444673016,38,20
n_models,rbf_paired,1.266243400291694,39,20
n_models,rbf_unpaired,1.1775565560824695,39,20
n_models,rbf_combined,1.159614412596992,39,20
n_models,rbf_paired,1.7851636630930896,40,20
n_models,rbf_unpaired,1.6801413362438025,40,20
n_models,rbf_combined,1.6301995444132467,40,20
n_models,rbf_paired,1.57971123070507,41,20
n_models,rbf_unpaired,1.5891765696983025,41,20
n_models,rbf_combined,1.5262156006411987,41,20
n_models,rbf_paired,1.3173804453472484,42,20
n_models,rbf_unpaired,1.2718532333354107,42,20
n_models,rbf_combined,1.2711867475877507,42,20
n_models,rbf_paired,1.9821975915296686,43,20
n_models,rbf_unpaired,1.9157468882790618,43,20
n_models,rbf_combined,1.870097885133311,43,20
n_models,rbf_paired,1.8457029686886672,44,20
n_models,rbf_unpaired,1.802095845455614,44,20
n_models,rbf_combined,1.7686833496420378,44,20
n_models,rbf_paired,1.5660216307203354,45,20
n_models,rbf_unpaired,1.5246173254123478,45,20
n_models,rbf_combined,1.5008899334474295,45,20
n_models,rbf_paired,1.6270843698113495,46,20
n_models,rbf_unpaired,1.7178270679279575,46,20
n_models,rbf_combined,1.5560285927525102,46,20
n_models,rbf_paired,1.6320803643554906,47,20
n_models,rbf_unpaired,1.5445600921104092,47,20
n_models,rbf_combined,1.4385646775457737,47,20
n_models,rbf_paired,1.5550839014351838,48,20
n_models,rbf_unpaired,1.4191793676486033,48,20
n_models,rbf_combined,1.407503330243495,48,20
n_models,rbf_paired,1.6328017208959265,49,20
n_models,rbf_unpaired,1.5957158249369692,49,20
n_models,rbf_combined,1.5677384854262286,49,20
n_models,rbf_paired,1.5767264207065095,0,50
n_models,rbf_unpaired,1.251968732432762,0,50
n_models,rbf_combined,1.191476298546935,0,50
n_models,rbf_paired,1.4255799818411983,1,50
n_models,rbf_unpaired,1.0291067318718796,1,50
n_models,rbf_combined,0.9898842318668322,1,50
n_models,rbf_paired,1.7519409131217034,2,50
n_models,rbf_unpaired,1.5849826160132674,2,50
n_models,rbf_combined,1.4305548465269828,2,50
n_models,rbf_paired,1.7207047720140194,3,50
n_models,rbf_unpaired,1.4208555506975107,3,50
n_models,rbf_combined,1.260444277654874,3,50
n_models,rbf_paired,1.6409028065249405,4,50
n_models,rbf_unpaired,1.423643521546206,4,50
n_models,rbf_combined,1.3496016536584745,4,50
n_models,rbf_paired,1.5520052979340013,5,50
n_models,rbf_unpaired,1.4387088939724963,5,50
n_models,rbf_combined,1.2563633136084134,5,50
n_models,rbf_paired,1.6717452376368143,6,50
n_models,rbf_unpaired,1.4461206206230763,6,50
n_models,rbf_combined,1.3867585970634249,6,50
n_models,rbf_paired,1.3752086241180206,7,50
n_models,rbf_unpaired,1.0902843362359473,7,50
n_models,rbf_combined,1.0117915622786129,7,50
n_models,rbf_paired,1.7455720088181452,8,50
n_models,rbf_unpaired,1.701308018340416,8,50
n_models,rbf_combined,1.5049997758261473,8,50
n_models,rbf_paired,1.7929830872210033,9,50
n_models,rbf_unpaired,1.4258709940182352,9,50
n_models,rbf_combined,1.3504279645392643,9,50
n_models,rbf_paired,1.429817839703284,10,50
n_models,rbf_unpaired,1.3502731668314165,10,50
n_models,rbf_combined,1.2656543060718317,10,50
n_models,rbf_paired,1.5260228521360448,11,50
n_models,rbf_unpaired,1.3524928617359848,11,50
n_models,rbf_combined,1.2501963185443212,11,50
n_models,rbf_paired,1.6741150650645054,12,50
n_models,rbf_unpaired,1.35845489891042,12,50
n_models,rbf_combined,1.2986344386637951,12,50
n_models,rbf_paired,1.8940494548163567,13,50
n_models,rbf_unpaired,1.6193373285048265,13,50
n_models,rbf_combined,1.4931111304072813,13,50
n_models,rbf_paired,1.611467654854704,14,50
n_models,rbf_unpaired,1.261553682121128,14,50
n_models,rbf_combined,1.1440998083388925,14,50
n_models,rbf_paired,1.4892479242405359,15,50
n_models,rbf_unpaired,1.3850697704286892,15,50
n_models,rbf_combined,1.2126658743706227,15,50
n_models,rbf_paired,1.6325781348502537,16,50
n_models,rbf_unpaired,1.6271798342636299,16,50
n_models,rbf_combined,1.3924929374603598,16,50
n_models,rbf_paired,1.5406701425534128,17,50
n_models,rbf_unpaired,1.2952039215550322,17,50
n_models,rbf_combined,1.2387434919208884,17,50
n_models,rbf_paired,1.9354915222510767,18,50
n_models,rbf_unpaired,1.6788777218258193,18,50
n_models,rbf_combined,1.4664889671598202,18,50
n_models,rbf_paired,1.5375133581873757,19,50
n_models,rbf_unpaired,1.4280414001708115,19,50
n_models,rbf_combined,1.3111703722679735,19,50
n_models,rbf_paired,1.6312223479666599,20,50
n_models,rbf_unpaired,1.297994840668397,20,50
n_models,rbf_combined,1.2196011635099944,20,50
n_models,rbf_paired,1.1873296239878661,21,50
n_models,rbf_unpaired,1.0744194781263219,21,50
n_models,rbf_combined,0.971754228076459,21,50
n_models,rbf_paired,1.790815873527578,22,50
n_models,rbf_unpaired,1.5420976263703097,22,50
n_models,rbf_combined,1.384940706398621,22,50
n_models,rbf_paired,1.8369812630968547,23,50
n_models,rbf_unpaired,1.4394266788339178,23,50
n_models,rbf_combined,1.3409688827368162,23,50
n_models,rbf_paired,1.6573868542883388,24,50
n_models,rbf_unpaired,1.5990120513411228,24,50
n_models,rbf_combined,1.3266873322201387,24,50
n_models,rbf_paired,1.587170096808162,25,50
n_models,rbf_unpaired,1.439559545563747,25,50
n_models,rbf_combined,1.2294811497762093,25,50
n_models,rbf_paired,1.5526035549619037,26,50
n_models,rbf_unpaired,1.3728393885652206,26,50
n_models,rbf_combined,1.2757577901259787,26,50
n_models,rbf_paired,1.6839701378222067,27,50
n_models,rbf_unpaired,1.6372455331717115,27,50
n_models,rbf_combined,1.503838298134725,27,50
n_models,rbf_paired,1.7023653707401527,28,50
n_models,rbf_unpaired,1.453337408436079,28,50
n_models,rbf_combined,1.3009214251222307,28,50
n_models,rbf_paired,1.7830987047026088,29,50
n_models,rbf_unpaired,1.470034285254676,29,50
n_models,rbf_combined,1.3589238598869506,29,50
n_models,rbf_paired,1.6897123561192826,30,50
n_models,rbf_unpaired,1.5015203629409508,30,50
n_models,rbf_combined,1.3086993296268055,30,50
n_models,rbf_paired,1.4752418109526972,31,50
n_models,rbf_unpaired,1.2840226320196848,31,50
n_models,rbf_combined,1.1054092059857032,31,50
n_models,rbf_paired,1.7035983437728273,32,50
n_models,rbf_unpaired,1.5806023830462252,32,50
n_models,rbf_combined,1.447821639388349,32,50
n_models,rbf_paired,1.4769134963083808,33,50
n_models,rbf_unpaired,1.3087559167814367,33,50
n_models,rbf_combined,1.2023522146219967,33,50
n_models,rbf_paired,1.2679553300457662,34,50
n_models,rbf_unpaired,1.2235203072436365,34,50
n_models,rbf_combined,1.0322258817082635,34,50
n_models,rbf_paired,1.507113931573182,35,50
n_models,rbf_unpaired,1.3059263486920765,35,50
n_models,rbf_combined,1.1543323413252657,35,50
n_models,rbf_paired,1.5035401477857255,36,50
n_models,rbf_unpaired,1.210339815069047,36,50
n_models,rbf_combined,1.1414305525627673,36,50
n_models,rbf_paired,1.7053947825021054,37,50
n_models,rbf_unpaired,1.4579022145087837,37,50
n_models,rbf_combined,1.3355328849264663,37,50
n_models,rbf_paired,1.486965881708362,38,50
n_models,rbf_unpaired,1.3812802676420168,38,50
n_models,rbf_combined,1.2019160670133064,38,50
n_models,rbf_paired,1.453300193597931,39,50
n_models,rbf_unpaired,1.1079196315015238,39,50
n_models,rbf_combined,1.0573146507212714,39,50
n_models,rbf_paired,1.7597643433009864,40,50
n_models,rbf_unpaired,1.4745390563156904,40,50
n_models,rbf_combined,1.363334652514699,40,50
n_models,rbf_paired,1.4884340673834915,41,50
n_models,rbf_unpaired,1.376903501290577,41,50
n_models,rbf_combined,1.2244682357492633,41,50
n_models,rbf_paired,1.4216106255512033,42,50
n_models,rbf_unpaired,1.1947700499747025,42,50
n_models,rbf_combined,1.0596069240401977,42,50
n_models,rbf_paired,1.4829827287657935,43,50
n_models,rbf_unpaired,1.2999331022192242,43,50
n_models,rbf_combined,1.1632122457982736,43,50
n_models,rbf_paired,1.9288583833348416,44,50
n_models,rbf_unpaired,1.6922357042463012,44,50
n_models,rbf_combined,1.4286009065912835,44,50
n_models,rbf_paired,1.5332588915968228,45,50
n_models,rbf_unpaired,1.2689820262938913,45,50
n_models,rbf_combined,1.1835035454596765,45,50
n_models,rbf_paired,1.4628053072140417,46,50
n_models,rbf_unpaired,1.29491085950306,46,50
n_models,rbf_combined,1.1350287137870707,46,50
n_models,rbf_paired,1.6043731777925316,47,50
n_models,rbf_unpaired,1.4188275107841097,47,50
n_models,rbf_combined,1.2054643426257785,47,50
n_models,rbf_paired,1.6887772416199212,48,50
n_models,rbf_unpaired,1.5533226922591359,48,50
n_models,rbf_combined,1.4325380948013753,48,50
n_models,rbf_paired,1.4415395840511764,49,50
n_models,rbf_unpaired,1.4277444463633964,49,50
n_models,rbf_combined,1.2644349375979933,49,50
n_models,rbf_paired,1.563761867838416,0,100
n_models,rbf_unpaired,1.130465624394971,0,100
n_models,rbf_combined,1.056734149226513,0,100
n_models,rbf_paired,1.7014472024595453,1,100
n_models,rbf_unpaired,1.3996443440761683,1,100
n_models,rbf_combined,1.2156605664215037,1,100
n_models,rbf_paired,1.4787889387377597,2,100
n_models,rbf_unpaired,1.2375438611526821,2,100
n_models,rbf_combined,0.9867724691002476,2,100
n_models,rbf_paired,1.4963678078628062,3,100
n_models,rbf_unpaired,1.2877258137245993,3,100
n_models,rbf_combined,1.036537160426268,3,100
n_models,rbf_paired,1.5951832205458343,4,100
n_models,rbf_unpaired,1.2721301377110115,4,100
n_models,rbf_combined,1.0835408270982045,4,100
n_models,rbf_paired,1.5633842338755706,5,100
n_models,rbf_unpaired,1.202443970470612,5,100
n_models,rbf_combined,1.1392141059356269,5,100
n_models,rbf_paired,1.5408947156021013,6,100
n_models,rbf_unpaired,1.0322620606403783,6,100
n_models,rbf_combined,1.006659745381226,6,100
n_models,rbf_paired,1.1974499914939138,7,100
n_models,rbf_unpaired,0.9651106170472163,7,100
n_models,rbf_combined,0.8724050311037786,7,100
n_models,rbf_paired,1.6545901187526508,8,100
n_models,rbf_unpaired,1.3145200442033538,8,100
n_models,rbf_combined,1.1517870656707236,8,100
n_models,rbf_paired,1.6437717138793593,9,100
n_models,rbf_unpaired,1.189566982297059,9,100
n_models,rbf_combined,1.1394810738973584,9,100
n_models,rbf_paired,1.6721472325897817,10,100
n_models,rbf_unpaired,1.1597969593338249,10,100
n_models,rbf_combined,1.0803997529562728,10,100
n_models,rbf_paired,1.4793420351880606,11,100
n_models,rbf_unpaired,1.1587081465225828,11,100
n_models,rbf_combined,1.0587876062082797,11,100
n_models,rbf_paired,1.8039584242576756,12,100
n_models,rbf_unpaired,1.4323358219176874,12,100
n_models,rbf_combined,1.104505725578943,12,100
n_models,rbf_paired,1.900727332936023,13,100
n_models,rbf_unpaired,1.5788973174768635,13,100
n_models,rbf_combined,1.2553146874149663,13,100
n_models,rbf_paired,1.6768648729115514,14,100
n_models,rbf_unpaired,1.2387622024502123,14,100
n_models,rbf_combined,1.1210090763343985,14,100
n_models,rbf_paired,1.4502501471555216,15,100
n_models,rbf_unpaired,1.1129255683999577,15,100
n_models,rbf_combined,1.0613542507195772,15,100
n_models,rbf_paired,1.4516192086893032,16,100
n_models,rbf_unpaired,1.0633994191431655,16,100
n_models,rbf_combined,1.0146550590151866,16,100
n_models,rbf_paired,1.5852223299710115,17,100
n_models,rbf_unpaired,1.2613034266621204,17,100
n_models,rbf_combined,1.0364928200521188,17,100
n_models,rbf_paired,1.7330691274759291,18,100
n_models,rbf_unpaired,1.420535614523675,18,100
n_models,rbf_combined,1.3527617006192205,18,100
n_models,rbf_paired,1.6592033796147507,19,100
n_models,rbf_unpaired,1.2558298634849552,19,100
n_models,rbf_combined,1.1747169188906499,19,100
n_models,rbf_paired,1.5768197876981005,20,100
n_models,rbf_unpaired,1.2204408750457132,20,100
n_models,rbf_combined,1.1326896992965219,20,100
n_models,rbf_paired,1.634295599408244,21,100
n_models,rbf_unpaired,1.3164165378950798,21,100
n_models,rbf_combined,1.191143755371443,21,100
n_models,rbf_paired,1.6593304592191596,22,100
n_models,rbf_unpaired,1.4380666539728666,22,100
n_models,rbf_combined,1.1878973225287848,22,100
n_models,rbf_paired,1.763159093229603,23,100
n_models,rbf_unpaired,1.2064269588645145,23,100
n_models,rbf_combined,1.0809889782496709,23,100
n_models,rbf_paired,1.7054522307826334,24,100
n_models,rbf_unpaired,1.2751450027659201,24,100
n_models,rbf_combined,1.133430234500857,24,100
n_models,rbf_paired,1.7317621059525603,25,100
n_models,rbf_unpaired,1.3336425527998632,25,100
n_models,rbf_combined,1.2044847148783768,25,100
n_models,rbf_paired,1.6579819654040147,26,100
n_models,rbf_unpaired,1.3089655361424366,26,100
n_models,rbf_combined,1.1713280390310117,26,100
n_models,rbf_paired,1.5648801761479918,27,100
n_models,rbf_unpaired,1.1667821943521701,27,100
n_models,rbf_combined,1.0174219362977328,27,100
n_models,rbf_paired,1.6432895073957798,28,100
n_models,rbf_unpaired,1.1131560421146762,28,100
n_models,rbf_combined,0.9988957150373486,28,100
n_models,rbf_paired,1.3354621709098982,29,100
n_models,rbf_unpaired,1.1857438328496928,29,100
n_models,rbf_combined,1.05147423427513,29,100
n_models,rbf_paired,1.6877730447247616,30,100
n_models,rbf_unpaired,1.2316796491707094,30,100
n_models,rbf_combined,1.1364641304207799,30,100
n_models,rbf_paired,1.8498048736509998,31,100
n_models,rbf_unpaired,1.433635095993733,31,100
n_models,rbf_combined,1.1772455212646642,31,100
n_models,rbf_paired,1.4074379082370498,32,100
n_models,rbf_unpaired,1.1272213165748193,32,100
n_models,rbf_combined,0.9890292550506682,32,100
n_models,rbf_paired,1.7397018518185876,33,100
n_models,rbf_unpaired,1.4197877972539934,33,100
n_models,rbf_combined,1.133267194988232,33,100
n_models,rbf_paired,1.501350167769541,34,100
n_models,rbf_unpaired,1.239168942546282,34,100
n_models,rbf_combined,1.1882729354789079,34,100
n_models,rbf_paired,1.6061198030954087,35,100
n_models,rbf_unpaired,1.202969414810819,35,100
n_models,rbf_combined,1.0978416368884727,35,100
n_models,rbf_paired,1.4235868041802864,36,100
n_models,rbf_unpaired,0.9800269321972707,36,100
n_models,rbf_combined,0.90864302406449,36,100
n_models,rbf_paired,1.5401615820275207,37,100
n_models,rbf_unpaired,1.2157844161061635,37,100
n_models,rbf_combined,1.040122457452237,37,100
n_models,rbf_paired,1.3937930579226963,38,100
n_models,rbf_unpaired,1.1065079888226699,38,100
n_models,rbf_combined,0.955988777760511,38,100
n_models,rbf_paired,1.6833101912954778,39,100
n_models,rbf_unpaired,1.2356909493346901,39,100
n_models,rbf_combined,1.1293895708931205,39,100
n_models,rbf_paired,1.7609077912382594,40,100
